division	gender	conference	state	city	abbreviation	name	website	twitter	instagram	facebook	map
naia	men  	AAC      	GA	Waleska            	RU           	Reinhardt University                                      	https://reinhardteagles.com/sports/mten/index	RU_Eagles	ru_eagles	ReinhardtAthletics	https://goo.gl/maps/CPHPxgz6kw1S2iXA7
naia	men  	AAC      	GA	Atlanta            	SCAD         	Savannah College of Art and Design, Atlanta               	https://atlanta.scadathletics.com/sports/mens-tennis	scad_atl_tennis	scadatl_tennis	SCADAtlantaAthletics	https://goo.gl/maps/yqdumDFTyPX7eRKJ8
naia	men  	AAC      	TN	Athens             	TWC          	Tennessee Wesleyan University                             	http://www.twcbulldogs.com/sport/0/7.php	twutennis_	twutennis	TennesseeWesleyanAthletics	https://goo.gl/maps/kMcZ53wp3PR7sm5K9
naia	men  	AAC      	KY	Barbourville       	UCK          	Union College, Kentucky                                   	http://www.gounionbulldogs.com/sport/0/8	UnionBulldogs	unionbulldogs	unioncollegetennis	https://goo.gl/maps/b7UkyJ8nk8HLfBK89
naia	men  	AII      	KS	McPherson          	CCC          	Central Christian College                                 	http://www.ccctigers.com/sport/0/6	ccckathletics	ccstigers	centralchristiancollege	https://goo.gl/maps/8VqXjebKoRv7q7j88
naia	men  	AII      	NY	Delhi              	SUNYD        	State University of New York, Delhi                       	https://g.page/SUNYDelhi?share	delhibroncos	delhibroncos	DelhiBroncos	
naia	men  	AII      	FL	Hialeah            	FNU          	Florida National University                               	https://m.facebook.com/FNUConquistadors	fnuathletics	fnuathletics		https://goo.gl/maps/wXTJ9BQkcysHBub48
naia	men  	AII      	GA	Lawrenceville      	GGC          	Georgia Gwinnett College                                  	https://ggcathletics.com/index.aspx?path=mten	ggc_tennis	grizzlytennis	georgiagwinnett.tennis	https://goo.gl/maps/Bq4YRSeesBab6oGU9
naia	men  	AII      	TX	Texarkana          	TAMUT        	Texas A&M University, Texarkana                           	http://www.tamuteagles.com/sport/0/2	tamut_athletics	tamut_athletics	tamuteagles	https://goo.gl/maps/57MAFnaJrEzSvpwV9
naia	men  	CCAC     	IN	Whiting            	CCSJ         	Calumet College, Saint Jospeh                             	http://www.ccsjathletics.com/sport/0/8.php		ccsjathletics	CCSJAthletics	https://goo.gl/maps/LouwDukTA937rW5S7
naia	men  	CCAC     	WI	Milwaukee          	CSU          	Cardinal Stritch University                               	https://stritchwolves.com/index.aspx?path=mten	stritchwolves		gowolvestennis	https://goo.gl/maps/s39gmbxiYC7tt51WA
naia	men  	CCAC     	IN	Notre Dame         	HCC          	Holy Cross College, Indiana                               	https://g.page/HolyCrossND?share	hocrosaints		hcsaints	
naia	men  	CCAC     	IN	South Bend         	IUSB         	Indiana University, South Bend                            	http://www.iusbtitans.com/sport/0/17.php	iusbtitans	iusbathletics	iusbtitans	https://goo.gl/maps/8GRHUH6nGhjp1tAA6
naia	men  	CCAC     	IL	Elgin              	JU           	Judson University                                         	http://www.judsoneagles.com/sport/mens-tennis	judsoneagles	judson_eagles	JudsonEagles	https://goo.gl/maps/futw6mGhERu49uxe9
naia	men  	CCAC     	IL	Bourbonnais        	ONU          	Olivet Nazarene University                                	http://www.onutigers.com/sport/0/5	onutennis	onutennis	onutennis	https://goo.gl/maps/axFb4pyMRjd2Yetb7
naia	men  	CCAC     	IL	Chicago            	RU           	Roosevelt University                                      	http://www.rooseveltlakers.com/sport/0/7.php	rutennis	rulakerstennis	pages/category/School-Sports-Team/Roosevelt-University-Tennis-199794371071	https://goo.gl/maps/mp8P4z2VD9aRPrXd7
naia	men  	CCAC     	IA	Davenport          	SAU          	Saint Ambrose University                                  	http://www.saubees.com/sport/0/10.php	saubees	saubees	SAUBees	https://goo.gl/maps/igGQs8EVHJSS2syx9
naia	men  	CCAC     	IL	Joliet             	USFI         	University of Saint Francis, Illinois                     	http://www.saintfranciscougars.com/sport/0/8	usfsaints		USFFightingSaints	https://goo.gl/maps/z2N4b9BQt6r7pz9g9
naia	men  	CL       	IN	Mishawaka          	BU           	Bethel University                                         	https://www.bupilots.com/sport/mens-tennis	bethel_tennis	bethelroyalstennis	BUWildcatsTennis	https://goo.gl/maps/piRsKfqtnYAmMi9x7
naia	men  	CL       	IN	Goshen             	GC           	Goshen College                                            	https://goleafs.net/index.aspx	GCMapleLeafs_TN	goshenmenstennis	GCMapleLeafs	https://goo.gl/maps/CxydPZN6e8TNZ6rB7
naia	men  	CL       	IN	Winona Lake        	GC           	Grace College                                             	https://g.page/grace-college-winona-lake?share	gracelancers	gracemtennis	gracemtennis	
naia	men  	CL       	IN	Huntington         	HU           	Huntington University                                     	http://www.huathletics.com/sport/0/8	hu_sports	humenstennis	HUsports	https://goo.gl/maps/gNyHDdRz5Vm4RckA6
naia	men  	CL       	IN	Marion             	IWU          	Indiana Wesleyan University                               	http://www.iwuwildcats.com/sport/0/13	iwumenstennis	iwumenstennis	pages/category/Athlete/IWU-Mens-Tennis-2142764205988671	https://goo.gl/maps/a4yJZvGPFJo6nwSa9
naia	men  	CL       	OH	Mount Vernon       	MVNU         	Mount Vernon Nazarene University                          	https://g.page/MVNUMountVernon?share	MVNU_Cougars	mvnu_cougars	MVNU.Cougars	
naia	men  	CL       	IN	Indianapolis       	MU           	Marian University                                         	http://www.muknights.com/sport/0/8	marianmtennis	muknights	marian.menstennis	https://goo.gl/maps/JPDYMsT8UJiMRsC16
naia	men  	CL       	MI	Spring Arbot       	SAU          	Spring Arbor University                                   	www.saucougars.com	saucougars	saucougars	SAUCougarsMTEN	https://goo.gl/maps/DP9KxRTBLFKZ9Rfn8
naia	men  	CL       	IN	Fort Wayne         	USFI         	University of Saint Francis, Indiana                      	http://www.saintfranciscougars.com/sport/0/8	sfcougars	usf_cougars	usfcougarsathletics	https://goo.gl/maps/H1Wy8pRW3gt1pnFH8
naia	men  	GSAC     	AZ	Phoenix            	ACU          	Arizona Christian University                              	https://www.acufirestorm.com/sport/0/8	firestormtennis	acufirestorm	ACUFirestorm	https://goo.gl/maps/P3gXwQbXVNKEHdTA6
naia	men  	GSAC     	CA	Fullerton          	HIU          	Hope International University                             	http://www.hiuroyals.com/sport/0/4	HIURoyals	hiuroyals	HIURoyals	https://goo.gl/maps/zoQwNWzeiv59eaVq5
naia	men  	GSAC     	ID	Lewiston           	LCSC         	Lewis-Clark State College                                 	https://lcwarriors.com/index.aspx?path=mten	lcwarriors	lcwarriors	lcwarriortennis	https://goo.gl/maps/DQWUDGSnzLtbN1saA
naia	men  	GSAC     	CA	Rancho Palos Verdes	MCU          	Marymount California University                           	http://www.marinerathletics.com/sport/0/16.php	mcu_tennis	mcuathletics	pages/category/School/Marymount-California-University-Mariners-298502796838472	https://goo.gl/maps/GtDQmrVpYXHxHYTz7
naia	men  	GSAC     	AZ	Surprise           	OUAZ         	Ottawa University Arizona                                 	https://m.facebook.com/OUAZSpirit	ouazspirit	ouazspirit		https://goo.gl/maps/erNiuS1kc3YHxHEE8
naia	men  	GSAC     	CA	Santee             	SDCC         	San Diego Christian College                               	https://www.sdcchawks.com/sport/0/10.php	sdcchawks	sdc_hawks	sdchawks	https://goo.gl/maps/kNcbtYhkRo82UKPu9
naia	men  	GSAC     	CA	San Marcos         	USK          	University of Saint Katherine                             	https://g.page/uskfirebirds?share	usk_tennis	usk_tennis	firebirdsathletics	
naia	men  	GSAC     	CA	Santa Barbara      	WC           	Westmont College                                          	https://athletics.westmont.edu/index.aspx?path=mten	westmontsports	westmontmenstennis	WestmontSports	https://goo.gl/maps/8f9ix22q1nc6honB6
naia	men  	GPAC     	NE	Seward             	CUNE         	Concordia University, Nebraska                            	https://m.facebook.com/CUNETennis/community/?ref=page_internal&mt_nav=0	cunetennis	cunebulldogs		https://goo.gl/maps/CnFjmp2T3ZSh7aCR7
naia	men  	GPAC     	NE	Crete              	DU           	Doane University                                          	http://www.doaneathletics.com/sport/0/9.php	doane_tennis	doaneathletics	DoaneTennis	https://goo.gl/maps/EZDGUnjv4tAHkBPc9
naia	men  	GPAC     	NE	Hastings           	HC           	Hastings College                                          	https://g.page/hastings-college-nebraska?share	broncotennis	hastingscollege	hastingsbroncos	
naia	men  	GPAC     	NE	Fremont            	MU           	Midland University                                        	https://g.page/MidlandU?share	warriortennis	midland_sports	people/Midland-U-Tennis/100009334116059	
naia	men  	GPAC     	IA	Sioux City         	MC           	Morningside College                                       	https://www.msidemustangs.com/sport/mens-tennis	mustangstennis1	p/B5axXHXAqy3	msidemustangs	https://goo.gl/maps/G7ydXg9s53hyTKRP7
naia	men  	GPAC     	SD	Yankton            	MMC          	Mount Marty College                                       	https://touch.facebook.com/mmclancers/?__tn__=C-R	mountmarty	mmclancers		https://goo.gl/maps/MVLAqXD4RP4MsMk78
naia	men  	GPAC     	CA	Orange City        	NCI          	Northwestern College, Iowa                                	https://nwcraiders.com/index.aspx?path=mten	nwcraiders	nwcraiders	nwcraiders	https://goo.gl/maps/qLetmpTpJTeE7x3s5
naia	men  	GCAC     	MS	Holly Springs      	RC           	Rust College                                              	https://www.rustcollege.edu/mens-tennis	collegerust	rustcollege	BearcatFamily	https://goo.gl/maps/iFVsu1FwDrDnVqym8
naia	men  	GCAC     	MS	Tougaloo           	TC           	Tougaloo College                                          	http://www.tougaloobulldogs.com/sport/0/5.php	tcathletics	tougaloocollege	tougaloocollege	https://goo.gl/maps/kDkGmgS6zcKqqESn8
naia	men  	GCAC     	LA	New Orleans        	XUL          	Xavier University, Louisiana                              	https://xulagold.com/index.aspx?path=mten	xulagold	xulagold	xulagold	https://goo.gl/maps/7Uu4GBbyjZXzK4si8
naia	men  	HAAC     	KS	Baldwin City       	BU           	Baker University                                          	https://g.page/baker-university-baldwin-city?share	bakerathletics	bakerathletics	bakerathletics	
naia	men  	HAAC     	MO	Springfield        	EU           	Evangel University                                        	https://m.facebook.com/EUAthletics/posts/?ref=page_internal&mt_nav=0		eu_athletics		https://goo.gl/maps/EjzFHzqN7jZh1CYLA
naia	men  	HAAC     	IA	Des Moines         	GVU          	Grand View University                                     	http://www.gvvikings.com/sport/0/34	vikingathletics	viking.athletics	GrandViewAthletics	https://goo.gl/maps/5RCaE7a13vThy5Xm8
naia	men  	HAAC     	MO	Marshall           	MVC          	Missouri Valley College                                   	https://www.valleywillroll.com/sport/0/9.php	go2MissionSC		missionSCsaints	https://goo.gl/maps/YAwBT2Gqg7GmPrrZ6
naia	men  	KCAC     	KS	Lindsborg          	BC           	Bethany College                                           	http://www.bethanyswedes.com/sport/0/6	bethanyswedes	bethanycollegelbk	BethanyCollegeAthletics	https://goo.gl/maps/hXb29YGymYRRamg26
naia	men  	KCAC     	KS	North Newton       	BC           	Bethel College                                            	http://www.bethelthreshers.com/sport/0/7	threshertennis	thresher_sports	ThresherSports	https://goo.gl/maps/joVkBwqqWvVtn4Y66
naia	men  	KCAC     	KS	Wichita            	FU           	Friends University                                        	https://www.friendsathletics.com/sport/0/8	friendsfalcons	friendsu	FriendsFalcons	https://goo.gl/maps/VAv6ojcqnCBBxAyZ8
naia	men  	KCAC     	KS	Salina             	KWU          	Kansas Wesleyan University                                	https://www.kwucoyotes.com/sport/0/8	kwucoyotes	kwucoyotes	kwucoyotes	https://goo.gl/maps/NVCWmWmTQXyuzuRJ8
naia	men  	KCAC     	KS	McPherson          	MPC          	McPherson College                                         	https://macbulldogs.com/sports/mens-tennis	macbulldogs10s	mcphersonbulldogs	McPhersonTennis	https://goo.gl/maps/J94dZPavDhyxyGsL8
naia	men  	KCAC     	OK	Bartlesville       	OWU          	Oklahoma Wesleyan University                              	https://www.okwu.edu/athletics/team/mens-tennis	okwueagles	okwueagles	OKWUeagles	https://goo.gl/maps/zMtbpnMTYsijAzg69
naia	men  	KCAC     	KS	Ottawa             	OUAZ         	Ottawa University                                         	https://www.ottawabraves.com/sport/mens-tennis	BravesAthletics	theottawau	ottawatennis	https://goo.gl/maps/8WN5amu48kzwXHR98
naia	men  	KCAC     	KS	Winfield           	SC           	Southwestern College                                      	https://web.facebook.com/buildersports	buildertennis	buildersports		https://goo.gl/maps/C5m4SF8mhT2FqSM29
naia	men  	KCAC     	KS	Sterling           	SC           	Sterling College                                          	http://www.scwarriors.com/sport/0/24	scwarriortennis	sterlingcsports	SCWarriors	https://goo.gl/maps/rVc6M1drvd1Y9GbD8
naia	men  	KCAC     	KS	Hillsboro          	TC           	Tabor College                                             	http://www.taborbluejays.com/sport/0/15.php	tabor_tennis	tabortennis	TaborCollegeTennis	https://goo.gl/maps/MpVrzpLckVnzuAZ57
naia	men  	MSC      	KY	Campbellsville     	CU           	Campbellsville University                                 	https://campbellsvilletigers.com/index.aspx?path=mten	cvilletigers	cvilletigers	CampbellsvilleTigers	https://goo.gl/maps/ZBeuC3z9oaj2oBKW6
naia	men  	MSC      	TN	Lebanon            	CU           	Cumberland University                                     	https://www.gocumberlandathletics.com/mtennis	GoCUPhoenix	cu_tennis	tennis.tennis.5458	https://goo.gl/maps/MfjYoYWCcGSBUTEC8
