division	gender	conference	state	city	abbreviation	name	website	twitter	instagram	facebook	map
d3  	men  	PAC      	PA	Washington         	WJC          	Washington & Jefferson College                            	https://g.page/washjeffcollege?share	wjathletics	wjathletics	WashingtonAndJeffersonCollegeTennis	
d3  	men  	PAC      	PA	Waynesburg         	WU           	Waynesburg University                                     	https://waynesburgsports.com/index.aspx?path=mten	waynesburgsport	waynesburgu	waynesburgtennisone	https://goo.gl/maps/3TAeUq5jaiKT7o8J6
d3  	men  	PAC      	PA	New WIlmington     	WC           	Westminster College                                       	https://athletics.westminster.edu/index.aspx?path=mten	wc_titans	wctitanpa	westminsterpaathletics	https://goo.gl/maps/vLUyNaJbgTXfNrCr7
d3  	men  	SC       	NY	Farmingdale        	SUNYF        	State University of New York, Farmingdale                 	http://www.farmingdalesports.com/sports/mten/index	farmstaterams	fscgorams	FarmingdaleStateRams	https://goo.gl/maps/xGimVwb1C3MvyJZe6
d3  	men  	SC       	NY	Kings Point        	USMMA        	United States Merchant Marine Academy                     	https://www.usmmasports.com/sports/mten/index	usmma_athletics	usmmaathletics	USMMAAthletics	https://goo.gl/maps/FDVoxTiUJJgitpAC7
d3  	men  	SC       	NY	Newburgh           	MSMCNY       	Mount Saint Mary College, New York                        	https://msmcknights.com/index.aspx?path=mten	msmc_ny	mountsaintmarycollege	mountsaintmarycollege	https://goo.gl/maps/4fywsBDxN4Y7u3WQ7
d3  	men  	SC       	NY	Purchase           	SUNYP        	State University of New York, Purchase                    	https://www.purchasecollegeathletics.com/schedule.aspx?path=mten	pc_panthers	purchaseathletics	purchasecollegeathletics	https://goo.gl/maps/oYKC1jaJN4QEppfp6
d3  	men  	SC       	NY	Bronxville         	SLC          	Sarah Lawrence College                                    	https://gogryphons.com/index.aspx?path=mten	slcgryphons	slcgryphons	SLCGryphons	https://goo.gl/maps/NbrhrazvWucSfzG88
d3  	men  	SC       	NY	Brooklyn           	SJCB         	Saint Joseph's College, Brooklyn                          	https://www.sjcbears.com/sports/mten/index	sjcbears	sjcbears	SJCBears	https://goo.gl/maps/pK6FQrLk4N8eXB459
d3  	men  	SC       	NY	Patchogue          	SJCLI        	Saint Joseph's College, Long Island                       	https://www.sjcgoldeneagles.com/sports/mten/index	goldeneaglessjc	sjcny	SJCNY	https://goo.gl/maps/Ct7RUxhJRHayze6RA
d3  	men  	SC       	NY	New York           	YU           	Yeshiva University                                        	https://yumacs.com/index.aspx?path=mten	yuathletics	yeshivaathletics	yuathletics	https://goo.gl/maps/xCbCyQHLPPUE7uZi6
d3  	men  	SAA      	GA	Mount Berry        	BC           	Berry College                                             	https://berryvikings.com/sports/mten/index	BerryTennis_	berrytennis	berrycollegetennis1	https://goo.gl/maps/Nq6VoSvMQzGSqTPa9
d3  	men  	SAA      	AL	Birmingham         	BSC          	Birmingham-Southern College                               	https://bscsports.net/sports/mten/index	bsctennis	bscsports	birminghamsoutherntennis	https://goo.gl/maps/xSvbWMtj3wpraggo6
d3  	men  	SAA      	KY	Danville           	CC           	Centre College                                            	https://centrecolonels.com/sports/mens-tennis	centre_tennis	centrecollegetennis	centreathletics	https://goo.gl/maps/JXJa9awS4LN9fdgx9
d3  	men  	SAA      	AR	Conway             	HC           	Hendrix College                                           	https://hendrixwarriors.com/index.aspx?path=mten	hendrixtennis	hendrixwarriors	hendrixwarriors	https://goo.gl/maps/qiAr58DvsY9LmdDh6
d3  	men  	SAA      	MS	Jackson            	MC           	Millsaps College                                          	https://gomajors.com/index.aspx?path=mten	millsapstennis	gomajors	pages/category/School-Sports-Team/Millsaps-Tennis-201765173549761	https://goo.gl/maps/GVYBtLdjp9KewKLV9
d3  	men  	SAA      	GA	Atlanta            	OU           	Oglethorpe University                                     	https://www.gopetrels.com/sports/mten/index	ogletennis	oglethorpeuniv	Oglethorpe-University-Athletics-189616044580954	https://goo.gl/maps/gBNc21M65zuhU2aw8
d3  	men  	SAA      	TN	Memphis            	RC           	Rhodes College                                            	https://rhodeslynx.com/index.aspx?path=mten	lynx_tennis	rhodes.lynx.tennis	RhodesCollegeTennis	https://goo.gl/maps/YvzYwtscT17Uvrue6
d3  	men  	SAA      	TN	Sewanee            	USS          	University of the South, Sewanee                          	https://www.sewaneetigers.com/sports/mten/index	usouthtennis	sewanee_tennis	USouthTennis	https://goo.gl/maps/SxDMLEYV7skG4esa8
d3  	men  	SCIAC    	CA	Claremont          	CMSC         	Claremont-Mudd-Scripps Colleges                           	https://www.cmsathletics.org/sports/mten/index	cmstennis	cmsathletics	AthleticsCMS	https://goo.gl/maps/iVtBGpbsVuXfDDKv7
d3  	men  	SCIAC    	CA	Thousand Oaks      	CLU          	California Lutheran University                            	https://www.clusports.com/sports/mten/index	CLUSports	regals_tennis	callutheran	https://goo.gl/maps/Yzm5ckdAmBvZ8Q6LA
d3  	men  	SCIAC    	CA	Pasadena           	CIT          	California Institute of Technology                        	https://www.gocaltech.com/sports/mten/index	CaltechMTEN	caltechmten	Caltech-Tennis-157143791020094	https://goo.gl/maps/RUXwxnRycjhBWE6d9
d3  	men  	SCIAC    	CA	Orange             	CU           	Chapman University                                        	https://www.chapmanathletics.com/sports/mten/index	chapmansports	chapmantennis	ChapmanSports	https://goo.gl/maps/rAt28JfuTSjaUiY86
d3  	men  	SCIAC    	CA	Los Angeles        	OC           	Occidental College                                        	https://www.oxyathletics.com/sports/mten/index	oxyathletics	oxyathletics	oxyathletics	https://goo.gl/maps/NHoP4PQBw4i49b9m7
d3  	men  	SCIAC    	CA	Claremont          	PC           	Pomona College                                            	https://www.sagehens.com/sports/mten/index	defendthecoop	sagehenathletics	Sagehens	https://goo.gl/maps/UVGF1B7R3SMr1XTj9
d3  	men  	SCIAC    	CA	Redlands           	UR           	University of Redlands                                    	https://www.goredlands.com/sports/mten/index	GoRedlands	redlands_tennis	RedlandsBulldogTennis	https://goo.gl/maps/iBXte8tBKMVQPT5a7
d3  	men  	SCIAC    	CA	Whittier           	WC           	Whittier College                                          	https://www.wcpoets.com/sports/mten/index	whittiertennis	wcmtennis	WCPoets	https://goo.gl/maps/2dCgerLMr4iszGT9A
d3  	men  	SCAC     	TX	Sherman            	AC           	Austin College                                            	https://austin.prestosports.com/sports/mten/index	acroosmwtennis	acroosmwtennis	ACRoosMWTennis	https://goo.gl/maps/BhrHgMTh9HzJkD1N9
d3  	men  	SCAC     	LA	Shreveport         	CC           	Centenary College                                         	https://gocentenary.com/sports/mten/index	gocentenary	gocentenary	GoCentenary	https://goo.gl/maps/Tw3XVPqrkhrpCgKHA
d3  	men  	SCAC     	CO	Colorado Springs   	CC           	Colorado College                                          	https://cctigers.com/index.aspx?path=mten	CCTigers	cctigerathletics	coloradocollegetennis	https://goo.gl/maps/DzgCfsLMgbpVm7hq7
d3  	men  	SCAC     	TX	Kerrville          	SU           	Schreiner University                                      	https://g.page/schreineru?share	sutennis2	su_tennisteam	SUMWTennis	
d3  	men  	SCAC     	TX	Georgetown         	SU           	Southwestern University                                   	https://www.southwesternpirates.com/sports/m-tennis/index	SUPiratesTennis	supiratestennis	SUPirates	https://goo.gl/maps/uS4aCEqYdPzD3FEe6
d3  	men  	SCAC     	TX	Houston            	USTT         	University of Saint Thomas, Texas                         	http://www.ustcelts.com/sport/0/14.php	ustathletics	stthomashouston	StThomasHouston	https://goo.gl/maps/oFxiGeVUrMabFdnY9
d3  	men  	SCAC     	TX	Seguin             	TLU          	Texas Lutheran University                                 	https://tlubulldogs.com/sports/mten/index	tlutennis	tlubulldogs	TLUTennis	https://goo.gl/maps/rAjqBQkMohrhhaveA
d3  	men  	SCAC     	TX	San Antonio        	TUT          	Trinity University, Texas                                 	https://www.trinitytigers.com/sports/mten/index	tutennis	tumenstennis	TUMensTennis	https://goo.gl/maps/sCJ6Sjnrq7bhu3c39
d3  	men  	SLIAC    	MO	Saint Louis        	FU           	Fontbonne University                                      	http://www.fontbonnegriffins.com/sports/mten/index	fbutennis	fbugriffins	FontbonneUGriffins	https://goo.gl/maps/bJW47BgZmzTQ21SKA
d3  	men  	SLIAC    	IL	Greenville         	GU           	Greenville University                                     	http://athletics.greenville.edu/sports/mten/index	gupanthers	greenvilleuniv	greenvilleumenstennis	https://goo.gl/maps/RMuZgYZZFriJjC3HA
d3  	men  	SLIAC    	IL	Elsah              	PC           	Principia College                                         	https://principiaathletics.com/index.aspx?path=tennis	CollegeMens	principia_college_mens_tennis	PrincipiaCollegeAthletics	https://goo.gl/maps/tTRGG2HtKixvSzDb9
d3  	men  	SLIAC    	MO	Webster Groves     	WU           	Webster University                                        	https://websterathletics.com/sports/mens-tennis	GorlokSports	gorloks	Webster-University-Athletics-188190001268302	https://goo.gl/maps/E5GTfVWPHUnEzKWU9
d3  	men  	SLIAC    	MO	Fulton             	WCM          	Westminster College, Missouri                             	https://g.page/WestMo?share	wc_bluejays	westminstercollege	WestminsterAthletics/posts	
d3  	men  	UAA      	MA	Waltham            	BU           	Brandeis University                                       	https://www.brandeisjudges.com/sports/mten/index	brandeistennis	brandeistennis	brandeisjudges	https://goo.gl/maps/sK1H9CaaBRgi51tT8
d3  	men  	UAA      	OH	Cleveland          	CWRU         	Case Western Reserve University                           	https://athletics.case.edu/sports/mten/index	casetennis1	caseathletics	casetennis	https://goo.gl/maps/Ru88aAzTwgLKgwzQ8
d3  	men  	UAA      	PA	Pittsburgh         	CMU          	Carnegie Mellon University                                	https://athletics.cmu.edu/sports/mten/index	cmutennis	tartantennis	cmumentennis	https://goo.gl/maps/TPp9wHw48tnsjHGZ6
d3  	men  	UAA      	IL	Chicago            	UofC         	University of Chicago                                     	https://athletics.uchicago.edu/sports/mten/index	uchicagotennis	chicagomaroons	UofCTennis	https://goo.gl/maps/H4DU8X6vXAjzcdA7A
d3  	men  	UAA      	GA	Atlanta            	EU           	Emory University                                          	https://www.emoryathletics.com/sports/mten/index	eutennis	emorymenstennis	EmoryEagles	https://goo.gl/maps/gE1EDoQdjASefr8x7
d3  	men  	UAA      	NY	New York           	NYU          	New York University                                       	https://gonyuathletics.com/index.aspx?path=mten	nyutennis	nyutennis	NYUMensTennis	https://goo.gl/maps/w3mM3geUoSAFdbJs8
d3  	men  	UAA      	NY	Rochester          	UofR         	University of Rochester                                   	https://uofrathletics.com/index.aspx?path=mten	ur_tennis	ur_tennis	RochesterVarsityTennis	https://goo.gl/maps/G3LqSk7bAXdrprn38
d3  	men  	UAA      	MO	Saint Louis        	WUSTL        	Washington University, Saint Louis                        	https://www.washubears.com/sports/mten/index	washumtennis	washubears	WASHUBears	https://goo.gl/maps/dArV49SwC9Yx1DYz8
d3  	men  	UMAC     	MN	Mankato            	BLC          	Bethany Lutheran College                                  	https://g.page/BethanyLutheran?share	BLCvikings	bethanylutherancollege	blcvikings	
d3  	men  	UMAC     	MN	Saint Bonifacius   	CC           	Crown College                                             	https://athletics.crown.edu/sports/mens-tennis	stormathletics	crowncollegeathletics/channel	thecrowncollege	https://goo.gl/maps/TTbfa9FHwz2AJHDH6
d3  	men  	UMAC     	MN	New Ulm            	MLC          	Martin Luther College                                     	https://mlcknights.com/index.aspx?path=mten	mlcknights	martinluthercollege	mlcwels	https://goo.gl/maps/CxgxC5sKf172oGZg6
d3  	men  	UMAC     	MN	Morris             	UMM          	University of Minnesota, Morris                           	https://morriscougars.com/index.aspx?path=mten	ummcougars	uofmmorristennis	morriscougars	https://goo.gl/maps/ivEgpzSiiBQeqyFE7
d3  	men  	UMAC     	MN	Minneapolis        	NCU          	North Central University                                  	https://ncurams.com/index.aspx?path=mten	ncurams	ncurams	NCURams	https://goo.gl/maps/rLcHP7sWbfvSrJjM9
d3  	men  	UMAC     	MN	Saint Paul         	UNWM         	University of Northwestern, Minnesota                     	https://unweagles.com/index.aspx?path=mten	unweagles	northwesternmn	unweagles	https://goo.gl/maps/9ggiGjxq83D8X8B28
d3  	men  	UMAC     	MN	Duluth             	CSS          	College of Saint Scholastica                              	https://csssaints.com/index.aspx?path=mten	csssaints		csssaints	https://goo.gl/maps/SPx6PzxZLaSaSC7eA
d3  	men  	UMAC     	WI	Superior           	UWS          	University of Wisconsin, Superior                         	https://uwsyellowjackets.com/index.aspx?path=mten	uwstennis	uwsathletics	UWSATHLETICS	https://goo.gl/maps/MZmq8ySE6aJfymEE8
d3  	women	AMCC     	NY	Buffalo            	DYC          	D'Youville College                                        	https://dyouville.prestosports.com/sports/wten/index	dyouville_athl	dyouville_athletics	DYouvilleAthletics	https://goo.gl/maps/PK5Ji7x9iMeorXhQA
d3  	women	AMCC     	OH	Steubenville       	FUS          	Franciscan University, Steubenville                       	https://franciscanathletics.com/index.aspx?path=wten	baronvonsteubie	fustennis	FranciscanUniversity	https://goo.gl/maps/bNaGC3cEWX6wvmut6
d3  	women	AMCC     	PA	Pittsburgh         	LRU          	La Roche University                                       	https://www.larochesports.com/sports/wten/index	lrc_sports	larocheredhawks	lruathletics/posts	https://goo.gl/maps/6pxX1pWvbBfHP83y8
d3  	women	AMCC     	NY	Buffalo            	MC           	Medaille College                                          	https://medaillesports.com/index.aspx?path=wten	medailletennis	medaillemavericks	medaillemavs	https://goo.gl/maps/8qV5pp4STEof15xt8
d3  	women	AMCC     	PA	Cresson            	MAC          	Mount Aloysius College                                    	https://mountieathletics.com/index.aspx?path=wten	mounties_sports	mountie_athletics	Mount-Aloysius-College-Mens-and-Womens-Tennis-430674884005236	https://goo.gl/maps/7Uwv2M2L4ze5L5G39
d3  	women	AMCC     	PA	Altoona            	PSA          	Penn State Altoona                                        	https://www.psaltoonalions.com/sports/wten/index	psaltoonalions	psaltoonalions	altoona.lions	https://goo.gl/maps/rnPAvDNNYFFncEGn7
d3  	women	AMCC     	PA	Erie               	PSE          	Penn State Erie, The Behrend College                      	https://www.psblions.com/sports/wten/index	psbathletics	psbehrend	PSBAthletics	https://goo.gl/maps/XQ1eJMNPMA3Dv4F38
d3  	women	AMCC     	PA	Bradford           	UPB          	University of Pittsburgh, Bradford                        	https://athletics.pittbradford.org/sports/wten/index	upb_panthers	upittbradford	PittBradford	https://goo.gl/maps/TvKFUYmcMVPV93hR8
d3  	women	AMCC     	PA	Greensburg         	UPG          	University of Pittsburgh, Greensburg                      	https://pittgreensburgathletics.com/index.aspx?path=wten	upg_tennis	upg_athletics	UPGbobcats/about	https://goo.gl/maps/jSBpbUoeX1FwgiwcA
d3  	women	ARC      	IA	Storm Lake         	BVU          	Buena Vista University                                    	https://bvuathletics.com/index.aspx?path=wten	bvuathletics	bvuathletics	BVUAthletics	https://goo.gl/maps/zMJWC6EkpC6UWrnJ8
d3  	women	ARC      	IA	Pella              	CC           	Central College                                           	https://athletics.central.edu/index.aspx?path=wten	dutchwtennis	centralcollegedutch	CentralCollegeDutch	https://goo.gl/maps/xYLuSPh4wRghqqi47
d3  	women	ARC      	IA	Cedar Rapids       	CC           	Coe College                                               	https://kohawkathletics.com/index.aspx?path=wten	kohawktennis	kohawk_tennis	Coe-College-Tennis-105913412828214	https://goo.gl/maps/DPhVDCHLYMgCSdfJ6
d3  	women	ARC      	IA	Dubuque            	UD           	University of Dubuque                                     	https://udspartans.com/index.aspx?path=wten	udspartantennis	universityofdubuque	udspartantennis	https://goo.gl/maps/jPRaFtX6gr594nxk8
d3  	women	ARC      	IA	Dubuque            	LC           	Loras College                                             	https://duhawks.com/index.aspx?path=wten	lorastennis	lorasathletics	lorastennis	https://goo.gl/maps/d4mNL3yk6Yyhndi56
d3  	women	ARC      	IA	Decorah            	LC           	Luther College                                            	https://www.luther.edu/sports/women/tennis	luthertennis	norsesports	LutherTennis	https://goo.gl/maps/ak3ZCnPQfihxzy4V7
d3  	women	ARC      	NE	Lincoln            	NWU          	Nebraska Wesleyan University                              	https://g.page/nebraska-wesleyan-university-304?share	NWU_Tennis	newesleyan	NebraskaWesleyan	
d3  	women	ARC      	IA	Indianola          	SC           	Simpson College                                           	https://www.simpsonathletics.com/sports/wten/index	StormSports	stormsports_sc	SimpsonAthletics	https://goo.gl/maps/Ncajs4CZuvcLB5Dk9
d3  	women	ARC      	IA	Waverly            	WC           	Wartburg College                                          	https://go-knights.net/index.aspx?path=wten	WartburgTennis	wartburgtennis	WartburgTennis	https://goo.gl/maps/t6anVDJHFLtFx49t9
d3  	women	ASC      	MS	Jackson            	BU           	Belhaven University                                       	https://blazers.belhaven.edu/index.aspx?path=wten	belhavenblazers	belhavenblazers	BelhavenBlazers/about	https://goo.gl/maps/aNoJzCUWeeJSDxaM8
d3  	women	ASC      	TX	Austin             	CUT          	Concordia University Texas                                	https://athletics.concordia.edu/index.aspx?path=wten	tornado_tennis	ctxathletics	CTXAthletics/posts	https://goo.gl/maps/77k1KakZ3g27ZRdq6
d3  	women	ASC      	TX	Marshall           	ETBU         	East Texas Baptist University                             	https://goetbutigers.com/index.aspx?path=wten	etbu_tennis	goetbutigers	GoETBUTigers	https://goo.gl/maps/CbL8PCJ6zBjQaHmi6
d3  	women	ASC      	TX	Abilene            	HSU          	Hardin-Simmons University                                 	https://www.hsuathletics.com/sports/w-tennis/index	hsutennisfan	hsuathletics		https://goo.gl/maps/gmNP5cKx55PN9X3C8
d3  	women	ASC      	TX	Brownwood          	HPU          	Howard Payne University                                   	https://hpusports.com/index.aspx?path=wten	hpuwmtennis	hpusports	HPUsports	https://goo.gl/maps/9rzTCTuHKmo2Zemr6
d3  	women	ASC      	TX	Longview           	LTU          	LeTourneau University                                     	https://letuathletics.com/index.aspx?path=wten	letutennis	letu_athletics	LETUathleticstennis	https://goo.gl/maps/AAkwJjsQpfBrUDGX9
d3  	women	ASC      	LA	Pineville          	LC           	Louisiana College                                         	https://www.lcwildcats.net/index.aspx?path=wtenn	lc_wildcats	la_college	LCAthletics	https://goo.gl/maps/ozFZPV76wkufuFaX9
d3  	women	ASC      	TX	Belton             	UMHB         	University of Mary Hardin-Baylor                          	https://cruathletics.com/index.aspx?path=wten	cru_tennis	crusports	crusports	https://goo.gl/maps/eEypYsWrE6fnsNCu8
d3  	women	ASC      	TX	Abilene            	MMU          	McMurry University                                        	https://mcmurrysports.com/index.aspx?path=wten	mcmsports	mcmwarhawks	mcmurrysports	https://goo.gl/maps/t3DKHB1dpaaL3zJs8
d3  	women	ASC      	AR	Clarksville        	UO           	University of the Ozarks                                  	https://uofoathletics.com/sports/wten/index	ozarks_tennis	ozarks_tennis	uofoathletics	https://goo.gl/maps/vo4FYvZ5dpKE2RVY8
d3  	women	ASC      	TX	Alpine             	SRSU         	Sul Ross State University                                 	https://m.facebook.com/packsports	sul_sports	sulrossstate		https://goo.gl/maps/WWEAKjDRMWhjW3ky8
d3  	women	ASC      	TX	Richardson         	UTD          	University of Texas, Dallas                               	https://utdcomets.com/index.aspx?path=tennisw	utdcomettennis	utdwomenstennis	utdcometsports	https://goo.gl/maps/w7QxbbzSTeZV6zGS7
d3  	women	AEC      	PA	Radnor             	CU           	Cabrini University                                        	https://cabriniathletics.com/index.aspx?path=wten	cabrinicavs	cabrinicavs	CabriniCavs	https://goo.gl/maps/FF1SBA8B92SdGBw39
d3  	women	AEC      	PA	Gwynedd Valley     	GMU          	Gwynedd-Mercy University                                  	https://gwyneddathletics.com/index.aspx?path=wten	gwyneddsports	gwyneddsports	gwyneddsports	https://goo.gl/maps/B9rYYVo4AGX9kK4T6
d3  	women	AEC      	PA	Immaculata         	IU           	Immaculata University                                     	https://gomightymacs.com/index.aspx?path=wten	iuwtennis	iumightymacs	128699053853101	https://goo.gl/maps/zhwfN4etbXXGKRxT8
d3  	women	AEC      	VA	Arlington          	MU           	Marymount University                                      	https://www.marymountsaints.com/sports/wten/index	MarymountTennis	marymounttennis	MarymountAthletics	https://goo.gl/maps/tbEdbjoPY63prpZT7
d3  	women	AEC      	PA	Scranton           	MU           	Marywood University                                       	https://g.page/MarywoodU?share	marywoodpacers	marywoodwten	marywoodpacers	
d3  	women	AEC      	PA	Aston              	NU           	Neumann University                                        	https://www.neumannathletics.com/index.aspx?path=wten	neumannknights	neumannu_sport	neumannuniversity	https://goo.gl/maps/1L1H5ozb48SuEYcC9
d3  	women	CAC      	VA	Newport News       	CNU          	Christopher Newport University                            	https://www.cnusports.com/index.aspx?path=wten	cnutennis	cnuwtennis	pages/category/School-Sports-Team/CNU-Tennis-314101341477	https://goo.gl/maps/VwBxcUuSwGCooSHeA
d3  	women	CAC      	MD	Frostburg          	FSU          	Frostburg State University                                	https://g.page/FrostburgState?share	frostburgtennis	frostburgsports	frostburgstateathletics	
d3  	women	CAC      	MD	Salisbury          	SU           	Salisbury University                                      	https://www.suseagulls.com/sports/wten/index	SalisburyWTEN	suseagulls	SUSeaGulls	https://goo.gl/maps/P3W2gjaZi4VfJ5h46
d3  	women	CAC      	VA	Buena Vista        	SVU          	Southern Virginia University                              	http://athletics.svu.edu/sports/wten/index	svuathletics	svuathletics	svuknights	https://goo.gl/maps/FppNY9UWxwWYrtLR8
d3  	women	CAC      	MD	Saint Mary's City  	SMCM         	Saint Mary's College, Maryland                            	https://smcmathletics.com/sports/womens-tennis	smcmtennis	smcmtennis	stmarysathletics	https://goo.gl/maps/JD414z3vCSbr9k4HA
d3  	women	CAC      	VA	Fredericksburg     	UMW          	University of Mary Washington                             	https://umweagles.com/sports/wten/index	umwwomenstennis	umwwomenstennis	UMWwten	https://goo.gl/maps/vxDCHJaCCckArmJV7
d3  	women	CAC      	PA	York               	YCP          	York College, Pennsylvania                                	https://www.ycpspartans.com/sports/wten/index	ycpathletics	ycpspartans	YCPathletics	https://goo.gl/maps/NTyZz3Fc7pnzVMwTA
d3  	women	CC       	PA	Bryn Mawr          	BMC          	Bryn Mawr College                                         	http://athletics.brynmawr.edu/sports/wten/index	bmcathletics	bmctennis	BMCTennis	https://goo.gl/maps/mrzcSmKD8DbEuV28A
d3  	women	CC       	PA	Carlisle           	DC           	Dickinson College                                         	https://www.dickinsonathletics.com/sports/wten/index	dsontennis	dickinsonwtennis	DickinsonRedDevils	https://goo.gl/maps/Wm6n1wm9TQuZZ7697
d3  	women	CC       	PA	Lancaster          	FMC          	Franklin & Marshall College                               	https://www.godiplomats.com/sports/w-tennis/index	fandmtennis	godiplomats	FandMTennis	https://goo.gl/maps/a58UjwQkURVbab88A
d3  	women	CC       	PA	Gettysburg         	GC           	Gettysburg College                                        	https://gettysburgsports.com/sports/womens-tennis	gburgbullets	gburgtennis	GettysburgCollegeAthletics	https://goo.gl/maps/oM4SW2UKpTCiC1sVA
d3  	women	CC       	PA	Haverford          	HC           	Haverford College                                         	https://www.haverfordathletics.com/sports/wten/index	hcfords_wten	hcfords_wten	HCFordsWTen	https://goo.gl/maps/HBGeZyzxnZFv6rAb9
d3  	women	CC       	MD	Baltimore          	JHU          	Johns Hopkins University                                  	https://hopkinssports.com/index.aspx?path=wten	HopkinsSports	hopkinssports	JohnsHopkinsTennis	https://goo.gl/maps/nKcrqt5ca6RozQHQ7
d3  	women	CC       	MD	Westminster        	MDC          	McDaniel College                                          	https://g.page/mcdaniel-college-westminster?share	mcdaniel_tennis	mcdaniel_tennis	mcdanielcollegetennis	
d3  	women	CC       	PA	Allentown          	MC           	Muhlenberg College                                        	https://muhlenbergsports.com/index.aspx?path=wtennis	muhl_sports	muhlenbergwmtennis	muhlenbergcollegetennis	https://goo.gl/maps/CiiXWwGGZqbcqRAS9
d3  	women	CC       	PA	Swarthmore         	SC           	Swarthmore College                                        	https://swarthmoreathletics.com/index.aspx?path=wten	swatwtennis	swatathletics	SwarthmoreAthletics	https://goo.gl/maps/7V7TkiZZLwtE4a5WA
d3  	women	CC       	PA	Cellegeville       	UC           	Ursinus College                                           	https://www.ursinusathletics.com/sports/wten/index	ucathletics	ursinusathletics	ucathletics	https://goo.gl/maps/wWUvzZ5qNtJB5AxY8
d3  	women	CC       	MD	Chestertown        	WC           	Washington College                                        	http://www.washingtoncollegesports.com/sports/wten/index	washcollwtennis	washcollwtennis	WACWTENNIS	https://goo.gl/maps/1i25RJtEVPotqShV7
d3  	women	CUNY     	NY	New York           	BC           	Baruch College                                            	https://athletics.baruch.cuny.edu/index.aspx?path=wten	baruchathletics	baruchtennis	BaruchAthletics	https://goo.gl/maps/v4Ax4gQnANcFHuqv5
d3  	women	CUNY     	NY	Brooklyn           	BC           	Brooklyn College                                          	https://www.brooklyncollegeathletics.com/index.aspx?path=wten	bklyn_bulldogs	bklyn_bulldogs	pages/category/School-Sports-Team/Brooklyn-College-Athletics-1817758834996255	https://goo.gl/maps/hy8ZFyjBvQC4v8PT7
d3  	women	CUNY     	NY	New York           	HC           	Hunter College                                            	https://www.huntercollegeathletics.com/index.aspx?path=wten	hunterathletics	hunterathletics	Huntertennis	https://goo.gl/maps/nmB3NVfA4up1b6259
d3  	women	CUNY     	NY	New York           	JJC          	John Jay College                                          	https://johnjayathletics.com/index.aspx?path=wten	jjayathletics	jjctennis	John-Jay-Athletics-142374269144550	https://goo.gl/maps/ao1KXmgshM6bs3Mq6
d3  	women	CUNY     	NY	Bronx              	LC           	Lehman College                                            	https://lehmanathletics.com/index.aspx?path=wten	lehmansports	lehmanathletics	Lehman-Athletics-143786505659693	https://goo.gl/maps/tVKp1Dq7eiH1MmdaA
d3  	women	CUNY     	NY	Jamaica            	YC           	York College                                              	https://yorkathletics.com/index.aspx?path=wten	yorkcardinals	yorkcardinals	yorkathletics	https://goo.gl/maps/XAUHe1FxgAK2buo2A
d3  	women	CCIW     	IL	Rock Island        	ACI          	Augustana College                                         	https://athletics.augustana.edu/index.aspx?path=wten	augietennis	augustana_athletics	augustanavikings	https://goo.gl/maps/MHPrthUxLT6wKiJZ7
d3  	women	CCIW     	WI	Waukesha           	CU           	Carroll University                                        	https://gopios.com/index.aspx?path=wten	pio_athletics	pio_athletics	carrollutennis	https://goo.gl/maps/Qs8V8zRS2sc2Xgn8A
d3  	women	CCIW     	WI	Kenosha            	CC           	Carthage College                                          	https://athletics.carthage.edu/index.aspx?path=wten	carthage_tennis	carthage_tennis	carthagecollegetennis	https://goo.gl/maps/kaVoMbaXeqStSquR9
d3  	women	CCIW     	IL	Elmhurst           	EU           	Elmhurst University                                       	https://elmhurstbluejays.com/index.aspx?path=wten	elmhurstbluejay	elmhurstbluejays	elmhurstbluejays	https://goo.gl/maps/NdgLtoK9tQAyTvFC9
d3  	women	CCIW     	IL	Bloomington        	IWU          	Illinois Wesleyan University                              	https://www.iwusports.com/index.aspx?path=wten	iwmenstennis	iwusports	IllinoisWesleyanUniversityWomensTennis	
d3  	women	CCIW     	IL	Decatur            	MU           	Millikin University                                       	https://athletics.millikin.edu/index.aspx?path=tennis	millikintennis	mubigblue	MillikinUniversityTennis	https://goo.gl/maps/aLpxQorsk5v34Hjf7
d3  	women	CCIW     	IL	Naperville         	NCC          	North Central College                                     	https://northcentralcardinals.com/index.aspx?path=wten	NCCWomensTennis	ncctennis	NCCWomensTennis	https://goo.gl/maps/UByUivrirP4GBq5u6
d3  	women	CCIW     	IL	Chicago            	NPU          	North Park University                                     	https://athletics.northpark.edu/index.aspx?path=wtennis	vikingsnpu	npuathletics	northparktennis	https://goo.gl/maps/M8pUyXWoEmPY4oak6
d3  	women	CCIW     	IL	Wheaton            	WC           	Wheaton College                                           	https://g.page/wheaton-college-il-wheaton?share	wheatonlyons	wheatonlyons	WheatonAthletics	
d3  	women	CSAC     	PA	Bryn Athyn         	BAC          	Bryn Athyn College                                        	https://g.page/brynathyncollege?share	brynathynlions	brynathynlions	brynathynlions	
d3  	women	CSAC     	PA	Langhorne          	CU           	Cairn University                                          	https://www.cairnhighlanders.com/index.aspx?path=wten	cairnathletics	cairnathletics	CairnAthletics/videos/cairn-womens-tennis-ncaa/2284563468474289	https://goo.gl/maps/mLW9cmJm9eyrBkFZ6
