---
tournaments: 375
withResults: 294
completed: 335
inProgress: 30
future: 10
events: 831
entrants: 22528
results: 33510
---
week	code	players	events	results	starts	ends	divisions	gender	name	organization	url
42	21-15791	   	2	   	2021-10-23	2021-10-24	DII,DIII,NAIA,JUCO	M	MIT Classic	Massachusetts Inst. Of Tech. (M)	https://colleges.wearecollegetennis.com/competitions/MassachusettsInstOfTechM/Tournaments/Overview/7E100217-7269-401A-99AA-F3C782FC0593
42	21-83746	   	2	   	2021-10-22	2021-10-22	DII,DIII,NAIA,JUCO	M	MIT Invite	Massachusetts Inst. Of Tech. (M)	https://colleges.wearecollegetennis.com/competitions/MassachusettsInstOfTechM/Tournaments/Overview/085F7190-F411-4419-8C0B-7C7CD7540AD4
42	21-16812	 85	4	166	2021-10-22	2021-10-23	DII,DIII,NAIA,JUCO	MW	MSU Invitational	Midwestern State Univ. (M)	https://colleges.wearecollegetennis.com/competitions/MidwesternStateUnivM/Tournaments/Overview/2F1E871E-51F3-4B1A-A596-0CF211A9C49D
42	21-20217	 32	2	 61	2021-10-22	2021-10-24	DII,DIII,NAIA,JUCO	W	Saint Leo Hidden Duals - Women	Saint Leo University (W)	https://colleges.wearecollegetennis.com/competitions/SaintLeoUniversityW/Tournaments/Overview/4E66DF95-8991-4880-9830-29E9F5B3C53F
42	21-42214	115	4	208	2021-10-22	2021-10-24	DII,DIII,NAIA,JUCO	MW	YTF Southeastern Invitational	Southeastern University (M)	https://colleges.wearecollegetennis.com/competitions/SoutheasternUniversityM/Tournaments/Overview/EE50E3A9-0A2D-49F7-9079-E26E7D714BFF
43	21-75985	 61	2	 15	2021-10-28	2021-10-31	DI                	M	64th Annual Southern California Intercollegiate Championships	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/C4E32C26-7D14-4AC0-A541-D88C4915F072
43	21-71605	 54	2	 56	2021-10-29	2021-10-31	DI                	W	Brown Quad	Brown University (W)	https://colleges.wearecollegetennis.com/competitions/BrownUniversityW/Tournaments/Overview/E20B24DE-3C7E-4DE4-81D8-B5A37522F971
43	21-08956	   	2	   	2021-10-29	2021-10-31	DI                	W	College of Charleston Halloween Tournament	College Of Charleston (W)	https://colleges.wearecollegetennis.com/competitions/CollegeOfCharlestonW/Tournaments/Overview/963E334E-12AC-4CE1-92B2-7EE64BF783FB
43	21-48385	 31	2	 47	2021-10-29	2021-10-31	DI                	M	Crimson Halloween Invite	Harvard University (M)	https://colleges.wearecollegetennis.com/competitions/HarvardUniversityM/Tournaments/Overview/5736DC43-EAD2-4C0F-B6BA-B3116A8B88DF
43	21-68401	 34	2	 72	2021-10-28	2021-10-30	DI                	W	Elon Fall Invitational	Elon University (W)	https://colleges.wearecollegetennis.com/competitions/ElonUniversityW/Tournaments/Overview/B76018BD-020B-4CA4-B187-EAD89C442CF1
43	21-24854	 34	2	 13	2021-10-29	2021-10-31	DI                	W	FIU Invitational	Florida International University (W)	https://colleges.wearecollegetennis.com/competitions/FloridaInternationalUniversityW/Tournaments/Overview/DC0B1ECE-D5B6-4983-94E2-C29683FA88CF
43	21-06171	   	2	   	2021-10-29	2021-10-31	DI                	M	Gamecock Scramble	University Of South Carolina (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfSouthCarolinaM/Tournaments/Overview/7B5697CF-A931-42EA-97E2-9844456E7ACA
43	21-95444	 34	2	 69	2021-10-29	2021-10-31	DI                	W	Gamecock Shootout	University Of South Carolina (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfSouthCarolinaW/Tournaments/Overview/57638985-23D4-4AA9-BCB7-AE8C7129F7F3
43	21-84042	 51	2	 99	2021-10-29	2021-10-31	DI                	M	Gonzaga Invitational	Gonzaga University (M)	https://colleges.wearecollegetennis.com/competitions/GonzagaUniversityM/Tournaments/Overview/24AFC1F1-C707-4DA5-91DB-223E5E5AC83B
43	21-62300	   	2	   	2021-10-29	2021-10-31	DI                	W	Halloween Classic	University Of New Mexico (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfNewMexicoW/Tournaments/Overview/DA2F178D-FDC8-43EF-8DAB-5045133E57F7
43	21-37198	 29	2	   	2021-10-29	2021-10-31	DI                	W	Louisville Classic	University Of Louisville (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfLouisvilleW/Tournaments/Overview/3CA2F6A8-534B-4A9B-999A-8A440E45FA8F
43	21-12136	 46	2	   	2021-10-30	2021-10-31	DI                	M	Merrimack Invitational	Merrimack College (M)	https://colleges.wearecollegetennis.com/competitions/MerrimackCollegeM/Tournaments/Overview/881600CD-3A46-47BD-89AF-617D55799760
43	21-24286	 50	2	 71	2021-10-29	2021-10-31	DI                	W	NIU Huskie Indoor Invitational	Northern Illinois Univ. (W)	https://colleges.wearecollegetennis.com/competitions/NorthernIllinoisUnivW/Tournaments/Overview/4A2D7ED0-6708-44A9-9E54-7EE1CE4409AD
43	21-45244	 28	2	 52	2021-10-29	2021-10-31	DI                	M	Rice Fall Challenge	Rice University (M)	https://colleges.wearecollegetennis.com/competitions/RiceUniversityM/Tournaments/Overview/014D4049-2DA7-4F05-A176-8C88B48C0A0E
43	21-30411	 39	2	 73	2021-10-28	2021-10-31	DI                	W	Rice Invite	Rice University (W)	https://colleges.wearecollegetennis.com/competitions/RiceUniversityW/Tournaments/Overview/4F0CBA0B-FA20-4853-8B64-8B24AEB43DF5
43	21-82687	 68	2	 95	2021-10-29	2021-10-30	DI                	W	Roberta Alison Fall Classic	University Of Alabama (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfAlabamaW/Tournaments/Overview/A813BA35-1C75-462A-9761-BB2A30EDCEAA
43	21-55677	   	2	   	2021-10-29	2021-10-30	DI                	W	Rocket Invite- The Sequel	University Of Toledo (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfToledoW/Tournaments/Overview/1A1A3EB3-6BAB-40DC-BCA0-717FC0084EFA
43	21-55779	 37	2	   	2021-10-29	2021-10-31	DI                	M	Seahawk Team Invite	UNC Wilmington (M)	https://colleges.wearecollegetennis.com/competitions/UNCWilmingtonM/Tournaments/Overview/51B113EF-ED0C-4077-AB2D-ED40B781F1CE
43	21-92398	 46	2	 76	2021-10-28	2021-10-31	DI                	W	Tennessee Fall Invitational	Univ. Of Tennessee, Knoxville (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfTennesseeKnoxvilleW/Tournaments/Overview/17BAFE7C-221E-4EAF-BF7E-A69DA29B334B
43	21-84515	 54	2	   	2021-10-29	2021-10-31	DI                	M	The Viking Invitational	Cleveland State University (M)	https://colleges.wearecollegetennis.com/competitions/ClevelandStateUniversityM/Tournaments/Overview/4BDFA4F4-EA69-4DD4-A8F2-90063E1C5EF5
43	21-95134	 19	2	   	2021-10-30	2021-10-31	DI                	W	UNA Women's Tennis Classic II	University Of North Alabama (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfNorthAlabamaW/Tournaments/Overview/E718803F-B77A-41FE-97C4-A08FD0CB689F
43	21-26801	 32	2	 71	2021-10-29	2021-10-31	DI                	M	Virginia Tech Halloween Clash	Virginia Tech (M)	https://colleges.wearecollegetennis.com/competitions/VirginiaTechM/Tournaments/Overview/0436DD0A-63A2-43F0-84A2-EECCD0CD7019
43	21-51169	   	2	   	2021-10-28	2021-10-31	DI                	W	Wildcat Invitational	University Of Arizona (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfArizonaW/Tournaments/Overview/64798DC4-18F8-4118-BF15-ACEDAC7642C9
43	21-77110	 65	2	132	2021-10-29	2021-10-31	DI                	W	Wofford Fall Invite	Wofford College (W)	https://colleges.wearecollegetennis.com/competitions/WoffordCollegeW/Tournaments/Overview/A5D209A2-E23E-4A2F-898C-0EA0671DD443
43	21-17543	 31	2	 58	2021-10-29	2021-10-31	DII,DIII,NAIA,JUCO	M	Saint Leo Hidden Duals - Men	Saint Leo University (M)	https://colleges.wearecollegetennis.com/competitions/SaintLeoUniversityM/Tournaments/Overview/4DE00692-49F8-4898-A9CB-7FFA5EABA26D
43	21-28680	 34	2	 53	2021-10-29	2021-10-31	DII,DIII,NAIA,JUCO	W	Shark Bite Invite	Nova Southeastern Univ. (W)	https://colleges.wearecollegetennis.com/competitions/NovaSoutheasternUnivW/Tournaments/Overview/FD071068-D5DA-4E20-B9FE-5D66B26BC727
43	21-30727	 56	2	106	2021-10-30	2021-10-31	DII,DIII,NAIA,JUCO	W	Slug Invite - hosted by West Valley College	University Of California, Santa Cruz (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfCaliforniaSantaCruzW/Tournaments/Overview/580F87CC-4DF4-4D49-AFA7-E31E767270AB
44	21-50924	 33	2	   	2021-11-05	2021-11-07	DI                	W	ASU Thunderbird Invitational	Arizona State University (W)	https://colleges.wearecollegetennis.com/competitions/ArizonaStateUniversityW/Tournaments/Overview/539AAEB8-CB2F-46ED-8DAD-69DE1A5FEC2B
44	21-16081	 43	2	112	2021-11-05	2021-11-07	DI                	W	Big 12 Fall Invite	Oklahoma State University (W)	https://colleges.wearecollegetennis.com/competitions/OklahomaStateUniversityW/Tournaments/Overview/09F853AD-B55F-4E36-A946-000C8F2276A0
44	21-20291	 24	2	 46	2021-11-05	2021-11-08	DI                	M	Big 12 Individuals	Baylor University (M)	https://colleges.wearecollegetennis.com/competitions/BaylorUniversityM/Tournaments/Overview/E0ED1E84-1CD4-4CE2-BFCD-F695030458D5
44	21-85102	 34	2	 38	2021-11-05	2021-11-07	DI                	W	Big Green Invite	Dartmouth College (W)	https://colleges.wearecollegetennis.com/competitions/DartmouthCollegeW/Tournaments/Overview/5276B6E4-164E-442F-9176-B1F0E580208C
44	21-98150	109	2	197	2021-11-04	2021-11-07	DI                	M	Big Ten Indoors	Michigan State University (M)	https://colleges.wearecollegetennis.com/competitions/MichiganStateUniversityM/Tournaments/Overview/DD67ADCD-C4E7-4314-A846-4FCDAD89FABC
44	21-78423	 32	2	 36	2021-11-05	2021-11-07	DI                	W	Bulldog Classic	Drake University (W)	https://colleges.wearecollegetennis.com/competitions/DrakeUniversityW/Tournaments/Overview/3B50645F-F80E-42E8-8DC4-58667C1C1A01
44	21-51873	 34	2	 57	2021-11-05	2021-11-07	DI                	W	FGCU Collegiate Open	Florida Gulf Coast University (W)	https://colleges.wearecollegetennis.com/competitions/FloridaGulfCoastUniversityW/Tournaments/Overview/366369DF-D1D6-4447-B214-C4B5012C2F42
44	21-07533	 38	2	 53	2021-11-05	2021-11-07	DI                	M	FGCU Collegiate Open	Florida Gulf Coast University (M)	https://colleges.wearecollegetennis.com/competitions/FloridaGulfCoastUniversityM/Tournaments/Overview/C591B082-DA9F-4F69-A567-2A370930F114
44	21-05118	   	2	   	2021-11-05	2021-11-07	DI                	W	Gonzaga Invite	Gonzaga University (W)	https://colleges.wearecollegetennis.com/competitions/GonzagaUniversityW/Tournaments/Overview/F28FCCEF-4BC1-4442-AA94-59500ADE80D8
44	21-49592	 64	2	 86	2021-11-05	2021-11-07	DI                	W	Gonzaga Invite BULLDOG	Gonzaga University (W)	https://colleges.wearecollegetennis.com/competitions/GonzagaUniversityW/Tournaments/Overview/92D5D3EA-78F6-46C4-B8B6-24485A28CE1D
44	21-32736	 25	2	   	2021-11-05	2021-11-07	DI                	M	GT Invitational	Georgia Tech (M)	https://colleges.wearecollegetennis.com/competitions/GeorgiaTechM/Tournaments/Overview/E04A8772-9C21-4B5A-B6E0-55C939AC5A86
44	21-06527	   	2	   	2021-11-04	2021-11-09	DI                	W	Harvard Fall Invitational	Harvard University (W)	https://colleges.wearecollegetennis.com/competitions/HarvardUniversityW/Tournaments/Overview/BA786C50-A446-4E92-9092-433D2C4A4F77
44	21-38622	169	4	184	2021-11-04	2021-11-07	DI                	MW	ITA National Fall Championships	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/3C0D3BF7-1EA0-4314-9798-02FE691DD86E
44	21-11431	 70	4	 84	2021-11-05	2021-11-07	DI                	MW	Jack Kramer Invitational	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/EBFDB9EE-65DF-40EA-8395-B821B7EA07B0
44	21-78019	 63	2	104	2021-11-05	2021-11-07	DI                	W	John Cade Invitational	Mississippi State Univ. (W)	https://colleges.wearecollegetennis.com/competitions/MississippiStateUnivW/Tournaments/Overview/E7E24596-5A63-454E-9711-8B3FDC25E020
44	21-92934	 46	2	   	2021-11-05	2021-11-07	DI                	M	MAC Invite	Western Michigan University (M)	https://colleges.wearecollegetennis.com/competitions/WesternMichiganUniversityM/Tournaments/Overview/904B03DF-C1F9-40F4-BE7B-ACF330F850AB
44	21-18352	 35	2	 51	2021-11-05	2021-11-07	DI                	W	Mean Green Invite	Univ. Of North Texas (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfNorthTexasW/Tournaments/Overview/EF6FA1CB-A90F-4BA0-B5BD-1D5B642D3C48
44	21-88258	   	2	   	2021-11-05	2021-11-07	DI                	W	Miami Fall Invite	University Of Miami (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfMiamiW/Tournaments/Overview/E7F97784-0CD7-4253-8BB3-955C95162E60
44	21-54445	 44	2	 81	2021-11-05	2021-11-07	DI                	M	Pacific Invitational	University Of The Pacific (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfThePacificM/Tournaments/Overview/32DAC0A6-A705-4382-880F-230A39E21F42
44	21-05390	   	2	   	2021-11-05	2021-11-06	DI                	W	Ragin' Cajun Invitational	University Of Louisiana (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfLouisianaW/Tournaments/Overview/13357FE4-447E-4166-A5B8-AA4028AFC248
44	21-70244	 16	2	 28	2021-11-05	2021-11-07	DI                	M	Ralston/Neufeld Coaches Challenge	Southern Methodist Univ. (M)	https://colleges.wearecollegetennis.com/competitions/SouthernMethodistUnivM/Tournaments/Overview/4DFFAD56-EAA9-4394-8451-1B5126D73B7A
44	21-91602	 38	4	 36	2021-11-05	2021-11-07	DI                	MW	San Diego Veterans Tennis Classic	University Of San Diego (M)	https://colleges.wearecollegetennis.com/competitions/UniversityOfSanDiegoM/Tournaments/Overview/4D53E6EC-7E78-4198-A22F-7A41C534BC2A
44	21-98128	   	2	   	2021-11-05	2021-11-07	DI                	W	SCU/SJSU Invitational	Santa Clara University (W)	https://colleges.wearecollegetennis.com/competitions/SantaClaraUniversityW/Tournaments/Overview/BBE3EA3C-9201-43BE-AD2E-553A4B616F3C
44	21-51929	   	2	   	2021-11-05	2021-11-07	DI                	W	Seahawk Ocean Classic	UNC Wilmington (W)	https://colleges.wearecollegetennis.com/competitions/UNCWilmingtonW/Tournaments/Overview/FE307133-DF38-4D97-8DE6-D59D765D1738
44	21-32980	 55	4	132	2021-11-05	2021-11-07	DI                	MW	Southern Conference Men's & Women's Fall Tennis Championships	ITA	https://colleges.wearecollegetennis.com/competitions/ITA/Tournaments/Overview/3BD3D9A3-1CE7-4BB9-93E6-7D1ECED07DFE
44	21-71023	 60	2	   	2021-11-05	2021-11-07	DI                	W	Stetson Invite #2	Stetson University (W)	https://colleges.wearecollegetennis.com/competitions/StetsonUniversityW/Tournaments/Overview/C590F4B3-B589-4914-B27B-15E64C3D0E46
44	21-37091	 30	2	 55	2021-11-05	2021-11-07	DI                	W	The Hurricane Invite	University Of Tulsa (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfTulsaW/Tournaments/Overview/9EC94FD0-CD14-417E-AF67-50993725A2A1
44	21-08942	   	2	   	2021-11-05	2021-11-07	DI                	W	UB Fall Invite	University At Buffalo (SUNY) (W)	https://colleges.wearecollegetennis.com/competitions/UniversityAtBuffaloSUNYW/Tournaments/Overview/B0B719F8-A62E-4D29-A341-820B59C4A6C8
44	21-91916	 84	2	197	2021-11-05	2021-11-07	DI                	M	Wake Forest Invite	Wake Forest University (M)	https://colleges.wearecollegetennis.com/competitions/WakeForestUniversityM/Tournaments/Overview/CDBF110F-C481-4F40-9B58-54D68D17F9A2
44	21-31162	 42	2	 85	2021-11-05	2021-11-07	DI                	M	Yale Invitational	Yale University (M)	https://colleges.wearecollegetennis.com/competitions/YaleUniversityM/Tournaments/Overview/5278617F-5593-42A8-B7B3-52F442BE8917
44	21-92061	 37	2	 32	2021-11-06	2021-11-07	DII,DIII,NAIA,JUCO	M	Buccaneers Invitational	Barry University (M)	https://colleges.wearecollegetennis.com/competitions/BarryUniversityM/Tournaments/Overview/66BDBB63-461D-4097-ACA4-DB44D0B1C672
45	21-21713	 10	2	   	2021-11-12	2021-11-14	DI                	W	Csun Invitational 2021	California State University, Northridge (W)	https://colleges.wearecollegetennis.com/competitions/CaliforniaStateUniversityNorthridgeW/Tournaments/Overview/170B0D52-C31D-4AA5-A14A-C44E18B58FF4
45	21-95529	  6	2	   	2021-11-12	2021-11-14	DI                	M	LMU Invite	Loyola Marymount University (M)	https://colleges.wearecollegetennis.com/competitions/LoyolaMarymountUniversityM/Tournaments/Overview/5B7216DB-15C4-4F1D-8629-8EAF987FE5AE
45	21-77642	   	2	   	2021-11-12	2021-11-14	DI                	M	Navy Invitational	U.S. Naval Academy (M)	https://colleges.wearecollegetennis.com/competitions/USNavalAcademyM/Tournaments/Overview/398E1516-D93D-455D-B5B2-0D3057E5FCF8
45	21-24494	   	2	   	2021-11-12	2021-11-14	DI                	W	SDSU Fall Tennis Classic # 2	San Diego State University (W)	https://colleges.wearecollegetennis.com/competitions/SanDiegoStateUniversityW/Tournaments/Overview/1A40265D-8EC6-44FD-9EB9-1733C02C74CC
45	21-89648	   	2	   	2021-11-12	2021-11-14	DI                	W	Texas A&M Invitational	Texas A&M University (M)	https://colleges.wearecollegetennis.com/competitions/TexasAMUniversityM/Tournaments/Overview/BF7768E0-4750-49B0-9B29-7EB1AC4016D9
45	21-72331	 11	2	   	2021-11-12	2021-11-14	DI                	W	UNF Fall Invite	Univ. Of North Florida (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfNorthFloridaW/Tournaments/Overview/0890226F-0B4C-40E3-888D-5CE5DA25876A
45	21-67913	   	2	   	2021-11-12	2021-11-14	DI                	W	Western Michigan - Betsy Kuhle Invitational	Western Michigan University (W)	https://colleges.wearecollegetennis.com/competitions/WesternMichiganUniversityW/Tournaments/Overview/5D6A7D6E-4DFF-41D5-BA55-AEBEDA326663
2	22-55194	   	2	   	2022-01-14	2022-01-16	DI                	W	2022 Cal Winter Invite	Univ. Of California, Berkeley (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfCaliforniaBerkeleyW/Tournaments/Overview/7B98BDE4-0E3A-4B19-924D-9A2B62E15408
2	22-21959	   	2	   	2022-01-14	2022-01-16	DI                	W	Freeman Memorial	Univ. Of Nevada, Las Vegas (W)	https://colleges.wearecollegetennis.com/competitions/UnivOfNevadaLasVegasW/Tournaments/Overview/30D9E7F7-E3D2-4E97-BB9B-E0C931CA3C7A
2	22-81460	   	2	   	2022-01-14	2022-01-16	DI                	W	Michigan Invitational	University Of Michigan (W)	https://colleges.wearecollegetennis.com/competitions/UniversityOfMichiganW/Tournaments/Overview/02E22DAF-29C9-4C6A-AED0-68EFB95B8911
