---
season: 2021-22
division: juco
gender: men
description: composite schedule/scoreboard
updated: 2022-01-21
past: 13 (7%)
future: 162 (93%)
completed: 10 (77%)
unreported: 3 (23%)
sources:
  ITA: 175
itaIds: 175
total: 175
---
source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	dateGMT	itaId	tournament	location	facility	links
ITA	85918	2022-03-18	 3:00pm	M		ABRA 	vs		CCCC 	 	   	N	 	juco     	2022-03-18T19:00Z	b32fd223-e7b8-4974-9d73-0410ffd82ad9				
ITA	86441	2022-03-18	 5:00pm	M		JES  	at		SDCC 	 	   	 	 	naia/juco	2022-03-18T21:00Z	734d58f2-d5f4-44c7-8786-b148177e5f7c				
ITA	23250	2022-03-19	 1:00am	M		FOOT 	vs		VENT 	 	   	N	 	juco     	2022-03-19T05:00Z	e0a83df6-bd24-4b46-a3e5-0cdb5865a1fd				
ITA	58486	2022-03-19	 4:00am	M		ARC  	vs		VENT 	 	   	N	 	juco     	2022-03-19T08:00Z	fb095393-2f5c-4bcb-8368-51dc49d14046				
ITA	98414	2022-03-19	10:00am	M		L&CCC	at		WWOOD	 	   	 	 	juco/naia	2022-03-19T14:00Z	a947c49e-a5ad-43b2-a021-ec6f1c49b8d5				
ITA	43395	2022-03-19	11:00am	M		ABRA 	at		TYLER	 	   	 	 	juco     	2022-03-19T15:00Z	b4ecee38-55c8-476d-8b6c-690d3ba4bde3				
ITA	32208	2022-03-19	 2:30pm	M		MESS 	at		HRTCC	 	   	 	 	d3/juco  	2022-03-19T18:30Z	166afd40-f5de-42ca-9726-547aa2058e4d				
ITA	 4877	2022-03-19	 4:00pm	M		CHAB 	at		BKRSF	 	   	 	 	juco     	2022-03-19T20:00Z	46646a41-b833-4857-bcc1-3930cd956aba				
ITA	52511	2022-03-20	12:00pm	M		ABRA 	at		MCC  	 	   	 	 	juco     	2022-03-20T16:00Z	41d78bcb-bbcd-4925-8d84-7c29d9098f19				
ITA	39286	2022-03-20	12:00pm	M		CHAB 	vs		VENT 	 	   	N	 	juco     	2022-03-20T16:00Z	6b6672f2-8d0f-4472-a74c-a2f46e4c059f				
ITA	58657	2022-03-20	 4:00pm	M		CHAB 	vs		GCCCA	 	   	N	 	juco     	2022-03-20T20:00Z	7d2b5948-d109-4502-9a8d-01223ac5a44a				
ITA	19756	2022-03-22	 3:00pm	M		CLCC 	at		HLMCC	 	   	 	C	juco     	2022-03-22T19:00Z	a0b2c980-f36a-42b9-a58b-4feac0f52033				
ITA	51664	2022-03-22	 3:00pm	M		HNDCC	at		ECCC 	 	   	 	C	juco     	2022-03-22T19:00Z	72bf6807-b9db-467f-bee8-c76cc80e28c4				
