---
season: 2021-22
division: d1
gender: women
description: schedule/scoreboard from conference websites
duals: 2411
---
source	id	date	time	timeZone	gender	team	at	opponent	outcome	score	neutral	conference	links	rank	oppRank
  MAAC	 74837	2022-03-16	 2:30pm	ET 	W	FAIR 	at	WOF  	 	   	 	 			
   SCn	106080	2022-03-16	 2:30pm	   	W	FAIR 	at	WOF  	 	   	 	 			
 C-USA	 66861	2022-03-16	 3:00pm	MT 	W	UTEP 	at	AZCHR	 	   	 	 			
Sthlnd	 41175	2022-03-16	 4:00pm	CT 	W	SOU  	at	SELU 	 	   	 	 			
  Hrzn	 39266	2022-03-16	 5:00pm	   	W	CLEV 	at	FGCU 	 	   	 	 			
   Ivy	 55197	2022-03-16	 5:00pm	ET 	W	YALE 	at	CSLB 	 	   	 	 			
  MAAC	 74838	2022-03-17	    TBA	ET 	W	FAIR 	at	SCST 	 	   	 	 			
 C-USA	 66632	2022-03-17	    TBA	ET 	W	MRSH 	at	UNLV 	 	   	 	 			
 Amrcn	 36195	2022-03-17	       	   	W	TULSA	at	OKLA 	 	   	 	 			
  MEAC	 61507	2022-03-17	 9:00am	ET 	W	DSU  	vs	SCST 	 	   	N	C			
 Amrcn	 36759	2022-03-17	10:00am	   	W	DEL  	at	TEM  	 	   	 	 			
    MW	 68728	2022-03-17	10:00am	   	W	MRSH 	at	UNLV 	 	   	 	 			
 C-USA	 66560	2022-03-17	11:00am	ET 	W	ETSU 	at	FIU  	 	   	 	 			
 BgSky	 48621	2022-03-17	11:00am	MST	W	NAU  	at	SF   	 	   	 	 			
   SCn	105908	2022-03-17	12:00pm	   	W	ETSU 	at	FIU  	 	   	 	 			
  MEAC	 61545	2022-03-17	12:00pm	   	W	MORG 	vs	NCCU 	 	   	N	C			
  Bg12	155111	2022-03-17	12:00pm	CT 	W	TULSA	at	OKLA 	 	   	 	 			
 BgSth	 94737	2022-03-17	12:00pm	ET 	W	UNCA 	at	WCU  	 	   	 	 			
 Amrcn	 36033	2022-03-17	 1:00pm	   	W	CIN  	at	WICH 	 	   	 	 			
 BgSth	 94604	2022-03-17	 1:00pm	ET 	W	LU   	at	HAMP 	 	   	 	C			
Sthlnd	 41364	2022-03-17	 1:00pm	CT 	W	NJIT 	at	IWORD	 	   	 	C			
  Hrzn	 38897	2022-03-17	 1:00pm	CT 	W	UIC  	at	WMU  	 	   	 	 			
 C-USA	 66913	2022-03-17	 1:00pm	CT 	W	WKU  	at	ALA&M	 	   	 	 			
 BgSky	 48513	2022-03-17	 2:00pm	PT 	W	IDAHO	at	CSLB 	 	   	 	 			
Sthlnd	 41237	2022-03-17	 2:00pm	CT 	W	MOST 	at	NICH 	 	   	 	 			
 BgSth	 94596	2022-03-17	 2:00pm	ET 	W	SE MO	at	GWEBB	 	   	 	 			
   SCn	106063	2022-03-17	 2:00pm	   	W	UNCA 	at	WCU  	 	   	 	 			
 C-USA	 66803	2022-03-17	 2:00pm	CT 	W	USM  	at	SALA 	 	   	 	 			
 SnBlt	 37376	2022-03-17	 2:00pm	CT 	W	USM  	at	SALA 	 	   	 	 			
  SWAC	 37873	2022-03-17	 2:00pm	CT 	W	WKU  	at	ALA&M	 	   	 	 			
  MEAC	 61539	2022-03-17	 3:00pm	ET 	W	HOW  	vs	NORF 	 	   	N	C			
 Amrcn	 36056	2022-03-17	 5:00pm	   	W	BYU  	at	UCF  	 	   	 	 			
  MEAC	 61548	2022-03-17	 6:00pm	   	W	COPP 	vs	NCCU 	 	   	N	C			
   ACC	 76207	2022-03-18	       	   	W	BC   	at	DUKE 	 	   	 	 			
    MW	 68731	2022-03-18	    TBA	   	W	CSU  	at	LMU  	 	   	 	 			
 BgSky	 48534	2022-03-18	All Day	MT 	W	EWU  	at	IDST 	 	   	 	C			
   ACC	 76136	2022-03-18	    TBA	ET 	W	MIA  	at	VT   	 	   	 	C	[Live Stats](/sports/2019/1/24/womens-tennis-live-stats.aspx)		
 C-USA	 66624	2022-03-18	All Day	ET 	W	MRSH 	vs	UTSA 	 	   	N	 			
  MAAC	 74895	2022-03-18	    TBA	ET 	W	SFC  	at	RIDER	 	   	 	 			
  Bg12	155234	2022-03-18	    TBA	CT 	W	TTU  	at	KSU  	 	   	 	C			
  MEAC	 61543	2022-03-18	 9:00am	ET 	W	MORG 	vs	NORF 	 	   	N	C			
 SnBlt	 36401	2022-03-18	 9:00am	ET 	W	TX ST	at	CCAR 	 	   	 	 			
   Ivy	 54956	2022-03-18	10:00am	ET 	W	CLMB 	at	USD  	 	   	 	 			
 C-USA	 66831	2022-03-18	10:00am	CT 	W	UAB  	at	UNF  	 	   	 	 			
  SWAC	 37893	2022-03-18	11:00am	CT 	W	ALCN 	at	ALST 	 	   	 	C			
 C-USA	 66782	2022-03-18	11:00am	CT 	W	MARQ 	at	RICE 	 	   	 	 			
 BgSth	 94571	2022-03-18	11:00am	ET 	W	URI  	at	CHSO 	 	   	 	 			
  MEAC	 61550	2022-03-18	12:00pm	   	W	COPP 	vs	SCST 	 	   	N	C			
    MW	 68729	2022-03-18	12:00pm	   	W	PAC  	at	NEV  	 	   	 	 			
   ACC	 75905	2022-03-18	12:00pm	ET 	W	XAV  	at	LOU  	 	   	 	 			
    MW	 68730	2022-03-18	 1:00pm	   	W	FPU  	at	FRES 	 	   	 	 			
 Amrcn	 36760	2022-03-18	 1:00pm	   	W	TEM  	at	PENN 	 	   	 	 			
   Ivy	 55096	2022-03-18	 1:00pm	ET 	W	TEM  	at	PENN 	 	   	 	 			
  Bg12	155263	2022-03-18	 1:00pm	ET 	W	TEX  	at	WVU  	 	   	 	 			
   SCn	106021	2022-03-18	 1:00pm	   	W	UNCG 	at	SAM  	 	   	 	C			
 Amrcn	 36128	2022-03-18	 1:00pm	   	W	USF  	at	WICH 	 	   	 	 			
   ACC	 75906	2022-03-18	 1:00pm	   	W	WAKE 	at	GT   	 	   	 	C			
 SnBlt	 36404	2022-03-18	 2:00pm	   	W	ULM  	at	ULLAF	 	   	 	C			
  MEAC	 61505	2022-03-18	 3:00pm	ET 	W	DSU  	vs	NCCU 	 	   	N	C			
  Hrzn	 39249	2022-03-18	 3:00pm	   	W	DUQ  	at	YSU  	 	   	 	 			
   OVC	 32685	2022-03-18	 3:00pm	CT 	W	EIU  	at	USI  	 	   	 	 			
   ACC	 75908	2022-03-18	 3:00pm	   	W	FSU  	at	UVA  	 	   	 	C			
   ACC	 75910	2022-03-18	 3:00pm	ET 	W	SYR  	at	UNC  	 	   	 	C	[Live Stats](http://www.statbroadcast.com/events/statmonitr.php?gid=unc)		
  Bg12	155079	2022-03-18	 4:00pm	CT 	W	BAY  	at	ISU  	 	   	 	C			
  Bg12	156071	2022-03-18	 4:00pm	CT 	W	TTU  	at	KSU  	 	   	 	C			
 Amrcn	 36057	2022-03-18	 5:00pm	   	W	HARV 	at	UCF  	 	   	 	 			
   Ivy	 55054	2022-03-18	 5:00pm	ET 	W	HARV 	at	UCF  	 	   	 	 			
   ACC	 75914	2022-03-18	 5:00pm	   	W	NCST 	at	CLEM 	 	   	 	C			
  Bg12	156131	2022-03-18	 5:00pm	   	W	TCU  	at	KAN  	 	   	 	C			
  MEAC	 61538	2022-03-18	 6:00pm	   	W	HOW  	vs	SCST 	 	   	N	C			
 SnBlt	 36384	2022-03-19	       	   	W	ARST 	at	ULLAF	 	   	 	C			
  Ptrt	116391	2022-03-19	    TBA	ET 	W	BROWN	vs	BU   	 	   	N	 			
  Ptrt	116617	2022-03-19	    TBA	ET 	W	COLG 	at	HC   	 	   	 	C			
 C-USA	 66804	2022-03-19	    TBA	CT 	W	FLA&M	at	USM  	 	   	 	 			
  SWAC	 37966	2022-03-19	    TBA	ET 	W	FLA&M	at	USM  	 	   	 	 			
 C-USA	 66888	2022-03-19	All Day	CT 	W	UTSA 	at	UNLV 	 	   	 	 			
    MW	 68732	2022-03-19	 9:00am	   	W	CSU  	at	CSUF 	 	   	 	 			
   Ivy	 55023	2022-03-19	 9:00am	ET 	W	DART 	at	USD  	 	   	 	 			
  MEAC	 61506	2022-03-19	 9:00am	ET 	W	DSU  	vs	NORF 	 	   	N	C			
 SnBlt	 36392	2022-03-19	 9:00am	CT 	W	GAST 	at	SALA 	 	   	 	C			
 BgSky	 48514	2022-03-19	10:00am	PT 	W	IDAHO	at	UCI  	 	   	 	 			
Sthlnd	 41365	2022-03-19	10:00am	CT 	W	MCN T	at	IWORD	 	   	 	C			
  MAAC	 72331	2022-03-19	10:00am	ET 	W	MONM 	at	ARMY 	 	   	 	 			
  Ptrt	116374	2022-03-19	10:00am	ET 	W	MONM 	at	ARMY 	 	   	 	 			
 C-USA	 66694	2022-03-19	10:00am	CT 	W	MOST 	at	LT   	 	   	 	 			
  SWAC	 38025	2022-03-19	10:00am	CT 	W	PVA&M	at	SOU  	 	   	 	 			
    MW	 68733	2022-03-19	10:00am	   	W	UTSA 	at	UNLV 	 	   	 	 			
Sthlnd	 41276	2022-03-19	11:00am	CT 	W	NWSU 	at	UNO  	 	   	 	C			
 C-USA	 66723	2022-03-19	11:00am	CT 	W	VCU  	at	UNT  	 	   	 	 			
   SCn	106282	2022-03-19	11:00am	   	W	WOF  	at	CHAT 	 	   	 	C			
   Ivy	 54999	2022-03-19	12:00pm	ET 	W	COR  	at	ARMY 	 	   	 	 			
  MEAC	 61537	2022-03-19	12:00pm	   	W	HOW  	vs	NCCU 	 	   	N	C			
  Ptrt	116456	2022-03-19	12:00pm	ET 	W	MAR  	at	LAF  	 	   	 	 			
   Ivy	 55053	2022-03-19	 1:00pm	ET 	W	BYU  	vs	HARV 	 	   	N	 			
 BgSth	 94655	2022-03-19	 1:00pm	ET 	W	CAMP 	at	NCAT 	 	   	 	C			
  Ptrt	116375	2022-03-19	 1:00pm	ET 	W	COR  	at	ARMY 	 	   	 	 			
 C-USA	 66914	2022-03-19	 1:00pm	CT 	W	EIU  	at	WKU  	 	   	 	 			
   OVC	 32686	2022-03-19	 1:00pm	CT 	W	EIU  	at	WKU  	 	   	 	 			
  SWAC	 37986	2022-03-19	 1:00pm	CT 	W	GRAM 	at	JKST 	 	   	 	C			
  Ptrt	116472	2022-03-19	 1:00pm	ET 	W	LOY  	at	LEH  	 	   	 	C			
 BgSky	 48685	2022-03-19	 1:00pm	   	W	NAU  	at	SACST	 	   	 	C			
 BgSth	 94683	2022-03-19	 1:00pm	ET 	W	RAD  	at	PRES 	 	   	 	C			
 C-USA	 66695	2022-03-19	 1:00pm	CT 	W	SAU  	at	LT   	 	   	 	 			
Sthlnd	 41238	2022-03-19	 1:00pm	CT 	W	SELU 	at	NICH 	 	   	 	C			
   SCn	105993	2022-03-19	 1:00pm	   	W	UNCG 	at	MER  	 	   	 	C			
   Ivy	 54923	2022-03-19	 2:00pm	ET 	W	BROWN	at	BU   	 	   	 	 			
 Amrcn	 36101	2022-03-19	 2:00pm	   	W	TULN 	at	HOU  	 	   	 	 			
   Ivy	 55198	2022-03-19	 2:00pm	ET 	W	YALE 	at	LOYM 	 	   	 	 			
  MEAC	 61544	2022-03-19	 3:00pm	   	W	MORG 	vs	SCST 	 	   	N	C			
  MEAC	 61546	2022-03-19	 6:00pm	ET 	W	COPP 	vs	NORF 	 	   	N	C			
 C-USA	 66915	2022-03-19	 6:00pm	CT 	W	TNST 	at	WKU  	 	   	 	 			
  SWAC	 37920	2022-03-20	    TBA	CT 	W	ALCN 	at	MSST 	 	   	 	 			
   Ivy	 55000	2022-03-20	    TBA	ET 	W	COR  	at	BU   	 	   	 	 			
  Ptrt	116396	2022-03-20	    TBA	ET 	W	COR  	at	BU   	 	   	 	 			
   ACC	 76137	2022-03-20	    TBA	ET 	W	FSU  	at	VT   	 	   	 	C	[Live Stats](/sports/2019/1/24/womens-tennis-live-stats.aspx)		
 BgSth	 94626	2022-03-20	    TBA	ET 	W	GWEBB	at	LU   	 	   	 	C			
   ACC	 76224	2022-03-20	       	   	W	NCST 	at	GT   	 	   	 	C			
  MAAC	 72401	2022-03-20	    TBA	ET 	W	SIEN 	at	HALL 	 	   	 	 			
  Bg12	155163	2022-03-20	    TBA	CT 	W	TCU  	at	KSU  	 	   	 	C			
 Amrcn	 36175	2022-03-20	       	   	W	TULN 	at	RICE 	 	   	 	 			
 Amrcn	 36130	2022-03-20	       	   	W	USF  	at	TULSA	 	   	 	 			
 SnBlt	 36393	2022-03-20	 9:00am	CT 	W	GAST 	at	TROY 	 	   	 	C			
   OVC	 32711	2022-03-20	 9:00am	CT 	W	MILW 	at	SIUE 	 	   	 	 	[Live Stats](http://stats.statbroadcast.com/statmonitr/?id=381098)		
  SWAC	 37874	2022-03-20	10:00am	CT 	W	ALA&M	at	BEL  	 	   	 	 			
 SnBlt	 36361	2022-03-20	10:00am	CT 	W	ARST 	at	ULM  	 	   	 	C			
  Bg12	155259	2022-03-20	10:00am	ET 	W	BAY  	at	WVU  	 	   	 	 			
 BgSky	 48671	2022-03-20	10:00am	MT 	W	EWU  	at	WEBER	 	   	 	 			
 SnBlt	 36387	2022-03-20	10:00am	CT 	W	GASO 	at	SALA 	 	   	 	 			
 SnBlt	 36389	2022-03-20	10:00am	CT 	W	GASO 	at	TROY 	 	   	 	C			
  Ptrt	116463	2022-03-20	10:00am	ET 	W	LIU  	at	LAF  	 	   	 	 			
  Hrzn	 38841	2022-03-20	10:00am	CT 	W	MILW 	at	SIUE 	 	   	 	 			
 SnBlt	 37331	2022-03-20	10:00am	ET 	W	UTA  	at	CCAR 	 	   	 	C			
    MW	 68734	2022-03-20	11:00am	   	W	GONZ 	at	BOISE	 	   	 	 			
 BgSth	 94656	2022-03-20	11:00am	ET 	W	HAMP 	at	NCAT 	 	   	 	C			
   ACC	 75918	2022-03-20	11:00am	   	W	MIA  	at	UVA  	 	   	 	C			
  Bg12	155080	2022-03-20	11:00am	CT 	W	TEX  	at	ISU  	 	   	 	C			
 C-USA	 66779	2022-03-20	11:00am	CT 	W	TULN 	at	RICE 	 	   	 	 			
  SWAC	 37894	2022-03-20	11:30am	CT 	W	ALST 	at	MER  	 	   	 	 			
   SCn	105995	2022-03-20	12:00pm	   	W	ALST 	at	MER  	 	   	 	 			
   Ivy	 55024	2022-03-20	12:00pm	ET 	W	DART 	at	UCSD 	 	   	 	 			
 C-USA	 66514	2022-03-20	12:00pm	ET 	W	FUR  	at	CHAR 	 	   	 	 			
 Amrcn	 36058	2022-03-20	12:00pm	   	W	OKST 	at	UCF  	 	   	 	 			
  Bg12	155148	2022-03-20	12:00pm	CT 	W	OKST 	at	UCF  	 	   	 	 			
   ACC	 75920	2022-03-20	12:00pm	ET 	W	SYR  	at	DUKE 	 	   	 	C			
  Bg12	156072	2022-03-20	12:00pm	CT 	W	TCU  	at	KSU  	 	   	 	C			
  Bg12	156132	2022-03-20	12:00pm	   	W	TTU  	at	KAN  	 	   	 	C			
   OVC	 32769	2022-03-20	12:00pm	CT 	W	UTM  	at	UNCA 	 	   	 	 			
   ACC	 75922	2022-03-20	 1:00pm	ET 	W	BC   	at	UNC  	 	   	 	C	[Live Stats](http://www.statbroadcast.com/events/statmonitr.php?gid=unc)		
   SCn	105957	2022-03-20	 1:00pm	   	W	FUR  	at	CHAR 	 	   	 	 			
  MAAC	 72571	2022-03-20	 1:00pm	ET 	W	RIDER	at	BUP  	 	   	 	 			
 BgSth	 94738	2022-03-20	 1:00pm	ET 	W	UTM  	at	UNCA 	 	   	 	 			
 C-USA	 66862	2022-03-20	 1:00pm	MT 	W	UTPB 	at	UTEP 	 	   	 	 			
 Amrcn	 36151	2022-03-20	 1:00pm	   	W	VCU  	at	SMU  	 	   	 	 			
   SCn	106284	2022-03-20	 1:00pm	   	W	WCU  	at	CHAT 	 	   	 	C			
  MAAC	 74864	2022-03-20	 1:30pm	ET 	W	LMC  	at	NIA  	 	   	 	 			
   OVC	 32837	2022-03-20	 3:00pm	   	W	ALA&M	at	BEL  	 	   	 	 			
   ACC	 75926	2022-03-20	 4:00pm	   	W	WAKE 	at	CLEM 	 	   	 	C			
  MAAC	 74870	2022-03-20	 6:00pm	ET 	W	HOF  	at	QUIN 	 	   	 	 			
 BgSky	 48535	2022-03-21	All Day	MT 	W	IDST 	at	GCU  	 	   	 	 			
 BgSky	 48645	2022-03-21	11:00am	PT 	W	IDAHO	at	PRST 	 	   	 	C			
   Ivy	 55199	2022-03-21	 4:30pm	ET 	W	YALE 	at	USD  	 	   	 	 			
 BgSky	 48536	2022-03-22	All Day	MT 	W	IDST 	vs	OTT  	 	   	N	 			
  MEAC	 61508	2022-03-22	    TBA	ET 	W	MSMC 	at	DSU  	 	   	 	 			
   OVC	 32771	2022-03-22	    TBA	CT 	W	UTM  	at	CoC  	 	   	 	 			
  MAAC	 72574	2022-03-22	11:00am	ET 	W	RIDER	at	QUE  	 	   	 	 			
   Ivy	 55104	2022-03-22	12:00pm	ET 	W	MD   	at	PENN 	 	   	 	 			
 BgSth	 94528	2022-03-22	 2:00pm	ET 	W	BART 	at	CAMP 	 	   	 	 			
   SCn	105997	2022-03-22	 2:00pm	   	W	MER  	at	SAM  	 	   	 	C			
 BgSth	 94593	2022-03-22	 3:00pm	ET 	W	RAD  	at	GWEBB	 	   	 	C			
  MEAC	 61467	2022-03-23	    TBA	ET 	W	COPP 	at	LOY  	 	   	 	 			
 BgSky	 48623	2022-03-23	11:00am	MST	W	IDST 	at	NAU  	 	   	 	C			
Sthlnd	 41240	2022-03-23	11:00am	CT 	W	NICH 	at	TULN 	 	   	 	 			
 Amrcn	 36176	2022-03-23	12:00pm	   	W	NICH 	at	TULN 	 	   	 	 			
 BgSth	 94684	2022-03-23	 1:00pm	ET 	W	CHSO 	at	PRES 	 	   	 	C			
   Ivy	 55025	2022-03-23	 2:00pm	ET 	W	DART 	at	SDSU 	 	   	 	 			
 Amrcn	 36079	2022-03-23	 2:00pm	   	W	ECAR 	at	NCCU 	 	   	 	 			
  MEAC	 61963	2022-03-23	 2:00pm	   	W	ECAR 	at	NCCU 	 	   	 	 			
    MW	 68736	2022-03-23	 2:00pm	   	W	SDSU 	at	DART 	 	   	 	 			
  MEAC	 61976	2022-03-23	 3:00pm	   	W	DREX 	at	NORF 	 	   	 	 			
  MAAC	 74883	2022-03-23	 3:00pm	ET 	W	FDU  	at	QUIN 	 	   	 	 			
   ACC	 76094	2022-03-23	 3:00pm	ET 	W	NW   	at	DUKE 	 	   	 	 			
 Amrcn	 36761	2022-03-23	 3:00pm	   	W	TEM  	at	NOVA 	 	   	 	 			
Sthlnd	 41272	2022-03-23	 3:00pm	CT 	W	UNO  	at	TULN 	 	   	 	 			
  Bg12	155248	2022-03-23	 4:00pm	CT 	W	SMU  	at	TTU  	 	   	 	 			
 Amrcn	 36177	2022-03-23	 4:00pm	   	W	UNO  	at	TULN 	 	   	 	 			
 Amrcn	 36152	2022-03-23	 5:00pm	   	W	SMU  	at	TTU  	 	   	 	 			
  Hrzn	 39267	2022-03-23	 6:00pm	   	W	NIA  	at	CLEV 	 	   	 	 			
  MAAC	 74865	2022-03-23	 6:00pm	ET 	W	NIA  	at	CLEV 	 	   	 	 			
 BgSky	 48538	2022-03-24	All Day	MT 	W	IDST 	at	AZCHR	 	   	 	 			
  SWAC	 37946	2022-03-24	10:00am	ET 	W	STHOM	at	BCOOK	 	   	 	 			
 BgSth	 94573	2022-03-24	11:00am	ET 	W	APP  	at	CHSO 	 	   	 	 			
 C-USA	 66751	2022-03-24	 1:00pm	ET 	W	ODU  	at	NAVY 	 	   	 	 			
 BgSky	 48646	2022-03-24	 1:00pm	PT 	W	PRST 	at	PAC  	 	   	 	 			
   Ivy	 55026	2022-03-24	 2:00pm	ET 	W	DART 	at	CSLB 	 	   	 	 			
  Ptrt	116593	2022-03-24	 2:00pm	ET 	W	ODU  	at	NAVY 	 	   	 	 			
 Amrcn	 36153	2022-03-24	 2:00pm	   	W	SMU  	at	DEN  	 	   	 	 			
   SCn	105998	2022-03-24	 3:00pm	   	W	ETSU 	at	MER  	 	   	 	C			
  MEAC	 61526	2022-03-24	 3:00pm	ET 	W	MORG 	at	LOY  	 	   	 	 			
  Ptrt	116520	2022-03-24	 3:00pm	ET 	W	MORG 	at	LOY  	 	   	 	 			
   SCn	105958	2022-03-24	 3:30pm	ET 	W	WOF  	at	FUR  	 	   	 	C	[Live Stats](https://stats.statbroadcast.com/statmonitr/?id=382037)		
  Bg12	155244	2022-03-25	    TBA	CT 	W	ISU  	at	TTU  	 	   	 	C			
  Ptrt	116503	2022-03-25	    TBA	ET 	W	LAF  	vs	LOY  	 	   	N	C			
   OVC	 32687	2022-03-25	    TBA	CT 	W	SE MO	at	EIU  	 	   	 	C			
   ACC	 76218	2022-03-25	       	   	W	VT   	at	ND   	 	   	 	C			
  Bg12	155176	2022-03-25	    TBA	CT 	W	WVU  	at	TCU  	 	   	 	C			
  Ptrt	116376	2022-03-25	 9:00am	ET 	W	LAF  	at	ARMY 	 	   	 	C			
 C-USA	 66863	2022-03-25	10:00am	MT 	W	UTEP 	at	TARL 	 	   	 	 			
    MW	 68737	2022-03-25	12:00pm	   	W	AFA  	at	UNM  	 	   	 	C			
  Ptrt	116377	2022-03-25	12:00pm	ET 	W	HC   	at	ARMY 	 	   	 	C			
   ACC	 75930	2022-03-25	12:00pm	   	W	UNC  	at	MIA  	 	   	 	C			
Sthlnd	 41174	2022-03-25	 1:00pm	CT 	W	A&MCC	at	SELU 	 	   	 	C			
Sthlnd	 41218	2022-03-25	 1:00pm	CT 	W	IWORD	at	NWSU 	 	   	 	C			
   OVC	 32712	2022-03-25	 1:00pm	CT 	W	UTM  	at	SIUE 	 	   	 	C	[Live Stats](http://stats.statbroadcast.com/statmonitr/?id=381099)		
  Hrzn	 38821	2022-03-25	 1:00pm	ET 	W	W ILL	at	IUPUI	 	   	 	 			
 C-USA	 66752	2022-03-25	 2:00pm	ET 	W	ODU  	at	PRIN 	 	   	 	 			
 C-USA	 66916	2022-03-25	 2:00pm	CT 	W	WKU  	at	BUTL 	 	   	 	 			
 C-USA	 66766	2022-03-25	 3:00pm	CT 	W	ARIZ 	vs	RICE 	 	   	N	 			
   ACC	 75932	2022-03-25	 3:00pm	ET 	W	NCST 	at	BC   	 	   	 	 			
   Ivy	 55131	2022-03-25	 3:00pm	ET 	W	ODU  	at	PRIN 	 	   	 	 			
   ACC	 75936	2022-03-25	 4:00pm	   	W	DUKE 	at	FSU  	 	   	 	C			
   ACC	 75940	2022-03-25	 4:00pm	ET 	W	UVA  	at	LOU  	 	   	 	C			
   ACC	 75938	2022-03-25	 4:00pm	ET 	W	WAKE 	at	SYR  	 	   	 	C			
  Bg12	155112	2022-03-25	 5:00pm	CT 	W	BAY  	at	OKLA 	 	   	 	 			
  Bg12	155144	2022-03-25	 5:00pm	CT 	W	TEX  	at	OKST 	 	   	 	C			
    MW	 68741	2022-03-26	    TBA	   	W	AFA  	at	NEV  	 	   	 	C			
  Ptrt	116378	2022-03-26	    TBA	ET 	W	ARMY 	at	UCONN	 	   	 	 			
   OVC	 32839	2022-03-26	    TBA	   	W	BEL  	at	TNST 	 	   	 	C			
  Ptrt	116407	2022-03-26	    TBA	ET 	W	BU   	at	URI  	 	   	 	 			
  MAAC	 72572	2022-03-26	    TBA	ET 	W	COPP 	at	RIDER	 	   	 	 			
  MEAC	 61468	2022-03-26	    TBA	ET 	W	COPP 	at	RIDER	 	   	 	 			
  MEAC	 61509	2022-03-26	    TBA	ET 	W	DSU  	at	WILMU	 	   	 	 			
   SCn	105914	2022-03-26	    TBA	   	W	ETSU 	at	CHAT 	 	   	 	C			
   ACC	 76197	2022-03-26	    TBD	   	W	GT   	at	CoC  	 	   	 	 			
  Ptrt	116504	2022-03-26	    TBA	ET 	W	HC   	vs	LOY  	 	   	N	C			
 BgSth	 94606	2022-03-26	    TBA	ET 	W	HOW  	at	HAMP 	 	   	 	 			
  MEAC	 61486	2022-03-26	    TBA	ET 	W	HOW  	at	HAMP 	 	   	 	 			
 C-USA	 66805	2022-03-26	    TBA	CT 	W	JKST 	at	USM  	 	   	 	 			
  SWAC	 37987	2022-03-26	    TBA	CT 	W	JKST 	at	USM  	 	   	 	 			
  Ptrt	116464	2022-03-26	    TBA	ET 	W	LAF  	at	HC   	 	   	 	C			
  Ptrt	116594	2022-03-26	    TBA	ET 	W	LEH  	at	NAVY 	 	   	 	C			
 BgSth	 94625	2022-03-26	    TBA	ET 	W	LU   	at	GMU  	 	   	 	 			
Sthlnd	 41258	2022-03-26	    TBA	CT 	W	MCN T	at	LOYNO	 	   	 	 			
  Ptrt	116618	2022-03-26	    TBA	ET 	W	MRMK 	at	COLG 	 	   	 	 			
 Amrcn	 36196	2022-03-26	       	   	W	TULSA	at	KSU  	 	   	 	 			
 SnBlt	 36293	2022-03-26	    TBA	ET 	W	ULLAF	at	GAST 	 	   	 	C			
 C-USA	 66724	2022-03-26	    TBA	CT 	W	UNT  	at	TULN 	 	   	 	 			
   OVC	 32688	2022-03-26	    TBA	CT 	W	UTM  	at	EIU  	 	   	 	C			
  SWAC	 37967	2022-03-26	 9:00am	ET 	W	SOU  	at	FLA&M	 	   	 	 			
 SnBlt	 36251	2022-03-26	 9:00am	ET 	W	ULM  	at	GASO 	 	   	 	C			
  SWAC	 37875	2022-03-26	10:00am	CT 	W	ALST 	at	ALA&M	 	   	 	C			
 SnBlt	 37341	2022-03-26	10:00am	   	W	CCAR 	at	ARST 	 	   	 	C			
 C-USA	 66819	2022-03-26	10:00am	CT 	W	MEM  	at	UAB  	 	   	 	 			
 SnBlt	 37384	2022-03-26	10:00am	CT 	W	SALA 	at	UTA  	 	   	 	C			
 Amrcn	 36762	2022-03-26	10:00am	   	W	TEM  	at	FORD 	 	   	 	 			
 SnBlt	 36325	2022-03-26	10:00am	CT 	W	TROY 	at	TX ST	 	   	 	 			
    MW	 68747	2022-03-26	10:00am	   	W	USU  	at	UNLV 	 	   	 	C			
 C-USA	 66864	2022-03-26	10:00am	MT 	W	UTEP 	vs	UTRGV	 	   	N	 			
 BgSky	 48565	2022-03-26	10:00am	MT 	W	WEBER	at	MONT 	 	   	 	C			
  MAAC	 72332	2022-03-26	11:00am	ET 	W	FAIR 	at	MONM 	 	   	 	C			
 Amrcn	 36705	2022-03-26	11:00am	   	W	MEM  	at	UAB  	 	   	 	 			
  Hrzn	 38898	2022-03-26	11:00am	CT 	W	UIC  	vs	WKU  	 	   	N	 			
  Bg12	155251	2022-03-26	12:00pm	CT 	W	DEN  	at	TTU  	 	   	 	 			
   ACC	 75942	2022-03-26	12:00pm	   	W	FUR  	at	CLEM 	 	   	 	 			
 Amrcn	 36103	2022-03-26	12:00pm	   	W	HOU  	at	USF  	 	   	 	 			
 BgSky	 48683	2022-03-26	12:00pm	   	W	IDST 	at	SACST	 	   	 	C			
 C-USA	 66517	2022-03-26	12:00pm	ET 	W	JMU  	at	CHAR 	 	   	 	 			
  MAAC	 74860	2022-03-26	12:00pm	ET 	W	NIA  	at	MAR  	 	   	 	C			
 C-USA	 66787	2022-03-26	12:00pm	CT 	W	RICE 	at	AZST 	 	   	 	 			
  Bg12	156073	2022-03-26	12:00pm	CT 	W	TULSA	at	KSU  	 	   	 	 			
 BgSth	 94716	2022-03-26	12:00pm	ET 	W	UNCA 	at	RAD  	 	   	 	C			
   Ivy	 54964	2022-03-26	 1:00pm	ET 	W	COR  	at	CLMB 	 	   	 	C			
 Amrcn	 36080	2022-03-26	 1:00pm	   	W	ECAR 	at	DAV  	 	   	 	 			
   SCn	105960	2022-03-26	 1:00pm	   	W	FUR  	at	CLEM 	 	   	 	 			
 BgSth	 94535	2022-03-26	 1:00pm	ET 	W	GWEBB	at	CAMP 	 	   	 	C			
   Ivy	 55200	2022-03-26	 1:00pm	ET 	W	SB   	at	YALE 	 	   	 	 			
