---
season: 2021-22
division: d1
gender: women
description: schedule/scoreboard from conference websites
duals: 2411
---
source	id	date	time	timeZone	gender	team	at	opponent	outcome	score	neutral	conference	links	rank	oppRank
  Ptrt	116450	2022-02-13	12:00pm	ET 	W	LAF  	at	SFU  	 	   	 	 			
  Ptrt	116585	2022-02-13	12:00pm	ET 	W	NAVY 	at	DEL  	 	   	 	 			
 SnBlt	 36259	2022-02-13	12:00pm	ET 	W	SCST 	at	GASO 	 	   	 	 			
 BgSth	 94584	2022-02-13	 1:00pm	ET 	W	GWEBB	at	ELON 	 	   	 	 			
   ACC	 76131	2022-02-13	 1:00pm	ET 	W	MRSH 	at	VT   	 	   	 	 	[Live Stats](/sports/2019/1/24/womens-tennis-live-stats.aspx)		
  SWAC	 38021	2022-02-13	 1:00pm	CT 	W	PVA&M	at	HOU  	 	   	 	 			
 Amrcn	 36116	2022-02-13	 1:00pm	   	W	SMU  	at	USF  	 	   	 	 			
   OVC	 32763	2022-02-13	 1:00pm	CT 	W	UTM  	at	SAM  	 	   	 	 			
   SCn	106034	2022-02-13	 1:00pm	   	W	UTM  	at	SAM  	 	   	 	 			
 SnBlt	 37411	2022-02-13	 2:00pm	CT 	W	ALA&M	at	TROY 	 	   	 	 			
 SnBlt	 37369	2022-02-13	 2:00pm	CT 	W	ALST 	at	SALA 	 	   	 	 			
  Hrzn	 38892	2022-02-13	 2:00pm	CT 	W	ILST 	at	UIC  	 	   	 	 			
 Amrcn	 36093	2022-02-13	 2:00pm	   	W	PVA&M	at	HOU  	 	   	 	 			
 SnBlt	 37434	2022-02-13	 2:00pm	CT 	W	TXTYL	at	UTA  	 	   	 	 			
 BgSth	 94674	2022-02-13	 2:00pm	ET 	W	WCU  	at	PRES 	 	   	 	 			
   SCn	106057	2022-02-13	 2:00pm	   	W	WCU  	at	PRES 	 	   	 	 			
  Bg12	155281	2022-02-13	 2:00pm	ET 	W	YSU  	at	WVU  	 	   	 	 			
  Hrzn	 39240	2022-02-13	 3:00pm	   	W	YSU  	at	WVU  	 	   	 	 			
  Hrzn	 38837	2022-02-13	 4:00pm	CT 	W	MARQ 	at	MILW 	 	   	 	 			
 C-USA	 66903	2022-02-13	 4:00pm	CT 	W	WKU  	at	UK   	 	   	 	 			
   SCn	105979	2022-02-14	    TBA	   	W	KENN 	at	MER  	 	   	 	 			
 BgSth	 94662	2022-02-15	    TBA	ET 	W	SCST 	at	NCAT 	 	   	 	 			
  SWAC	 37910	2022-02-15	 9:00am	CT 	W	ALCN 	at	SELU 	 	   	 	 			
Sthlnd	 41154	2022-02-15	 2:00pm	CT 	W	A&MCC	at	UTRGV	 	   	 	 			
Sthlnd	 41167	2022-02-15	 2:00pm	CT 	W	ALCN 	at	SELU 	 	   	 	 			
   SCn	106073	2022-02-15	 2:30pm	   	W	NGC  	at	WOF  	 	   	 	 			
 SnBlt	 37312	2022-02-16	11:00am	ET 	W	CCAR 	at	CHSO 	 	   	 	 			
 BgSth	 94562	2022-02-16	12:00pm	ET 	W	CCAR 	at	CHSO 	 	   	 	 			
 BgSth	 94675	2022-02-16	 1:00pm	ET 	W	PRES 	at	CoC  	 	   	 	 			
 BgSth	 94542	2022-02-16	 2:00pm	ET 	W	NCCU 	at	CAMP 	 	   	 	 			
  MEAC	 61955	2022-02-16	 2:00pm	   	W	NCCU 	at	CAMP 	 	   	 	 			
 Amrcn	 36189	2022-02-16	 2:00pm	   	W	TULSA	at	WICH 	 	   	 	 			
Sthlnd	 41288	2022-02-16	 2:00pm	CT 	W	UNO  	at	JKST 	 	   	 	 			
  SWAC	 37977	2022-02-16	 2:00pm	CT 	W	UNO  	at	JKST 	 	   	 	 			
   SCn	105980	2022-02-16	 3:00pm	   	W	GCSU 	at	MER  	 	   	 	 			
  SWAC	 37935	2022-02-17	    TBA	ET 	W	BCOOK	at	SOU  	 	   	 	C			
 SnBlt	 37408	2022-02-17	 1:00pm	CT 	W	TROY 	at	UNA  	 	   	 	 			
  SWAC	 37886	2022-02-17	 1:00pm	CT 	W	W AL 	at	ALST 	 	   	 	 			
Sthlnd	 41222	2022-02-17	 2:00pm	CT 	W	NICH 	at	SALA 	 	   	 	 			
 SnBlt	 37370	2022-02-17	 2:00pm	CT 	W	NICH 	at	SALA 	 	   	 	 			
  SWAC	 37990	2022-02-17	 3:00pm	CT 	W	MVSU 	at	JKST 	 	   	 	C			
  SWAC	 37911	2022-02-18	    TBA	CT 	W	ALCN 	vs	BCOOK	 	   	N	C			
  MAAC	 72377	2022-02-18	    TBA	ET 	W	BRY  	at	SIEN 	 	   	 	 			
  MAAC	 72575	2022-02-18	    TBA	ET 	W	DREW 	vs	RIDER	 	   	N	 			
 C-USA	 66566	2022-02-18	    TBA	ET 	W	FIU  	at	UNF  	 	   	 	 			
  SWAC	 37997	2022-02-18	    TBA	CT 	W	FLA&M	at	MVSU 	 	   	 	 			
   ACC	 76133	2022-02-18	    TBA	ET 	W	NORF 	vs	VT   	 	   	N	 			
   OVC	 32734	2022-02-18	    TBA	CT 	W	SE MO	at	MIZZ 	 	   	 	 			
 C-USA	 66879	2022-02-18	All Day	CT 	W	UTSA 	at	NWSU 	 	   	 	 			
   ACC	 76132	2022-02-18	    TBA	ET 	W	VT   	at	ODU  	 	   	 	 			
   SCn	106059	2022-02-18	    TBA	   	W	WCU  	at	ETSU 	 	   	 	C	[Live Stats](http://stats.statbroadcast.com/broadcast/?id=382265)		
  SWAC	 37863	2022-02-18	 9:00am	CT 	W	ALA&M	at	SOU  	 	   	 	C			
    MW	 68679	2022-02-18	10:00am	   	W	UND  	at	UNLV 	 	   	 	 			
 BgSky	 48556	2022-02-18	11:00am	MT 	W	DIX  	vs	MONT 	 	   	N	 			
 SnBlt	 36285	2022-02-18	11:00am	ET 	W	GAST 	at	UNCG 	 	   	 	 			
    MW	 68681	2022-02-18	12:00pm	   	W	GCU  	at	UNM  	 	   	 	 			
 C-USA	 66716	2022-02-18	12:00pm	CT 	W	LIB  	vs	UNT  	 	   	N	 			
  Hrzn	 38908	2022-02-18	12:00pm	CT 	W	PAC  	at	UIC  	 	   	 	 			
  SWAC	 37978	2022-02-18	12:00pm	CT 	W	PVA&M	at	JKST 	 	   	 	C			
  Bg12	155043	2022-02-18	12:00pm	CT 	W	SMU  	at	BAY  	 	   	 	 			
 Amrcn	 36048	2022-02-18	12:00pm	   	W	UCF  	at	LSU  	 	   	 	 			
 C-USA	 66745	2022-02-18	12:00pm	ET 	W	VT   	at	ODU  	 	   	 	 			
 C-USA	 66617	2022-02-18	12:00pm	ET 	W	WVU  	at	MRSH 	 	   	 	 			
 BgSth	 94563	2022-02-18	 1:00pm	ET 	W	CoC  	at	CHSO 	 	   	 	 			
 Amrcn	 36073	2022-02-18	 1:00pm	   	W	ECAR 	at	UNCW 	 	   	 	 			
   SCn	106012	2022-02-18	 1:00pm	   	W	GAST 	at	UNCG 	 	   	 	 			
 C-USA	 66648	2022-02-18	 1:00pm	CT 	W	SAM  	at	MTSU 	 	   	 	 			
   SCn	106035	2022-02-18	 1:00pm	   	W	SAM  	at	MTSU 	 	   	 	 			
 Amrcn	 36141	2022-02-18	 1:00pm	   	W	SMU  	at	BAY  	 	   	 	 			
 C-USA	 66778	2022-02-18	 1:00pm	CT 	W	TX ST	at	RICE 	 	   	 	 			
 SnBlt	 36319	2022-02-18	 1:00pm	CT 	W	TX ST	at	RICE 	 	   	 	 			
 SnBlt	 36353	2022-02-18	 1:00pm	CT 	W	ULM  	at	TULN 	 	   	 	 			
Sthlnd	 41194	2022-02-18	 1:00pm	CT 	W	UTSA 	at	NWSU 	 	   	 	 			
    MW	 68680	2022-02-18	 2:00pm	   	W	HAW  	at	SDSU 	 	   	 	 			
 BgSky	 48585	2022-02-18	 2:00pm	MT 	W	MTST 	at	TARL 	 	   	 	 			
 BgSky	 48617	2022-02-18	 2:00pm	MST	W	NAU  	at	ARIZ 	 	   	 	 			
    MW	 68682	2022-02-18	 2:00pm	   	W	SF   	at	FRES 	 	   	 	 			
 Amrcn	 36171	2022-02-18	 2:00pm	   	W	ULM  	at	TULN 	 	   	 	 			
 C-USA	 66686	2022-02-18	 2:30pm	CT 	W	SHSU 	at	LT   	 	   	 	 			
  Ptrt	116366	2022-02-18	 3:00pm	ET 	W	ARMY 	at	ROL  	 	   	 	 			
  Bg12	155269	2022-02-18	 3:00pm	ET 	W	WVU  	at	MRSH 	 	   	 	 			
    MW	 68678	2022-02-18	 4:00pm	   	W	BYU  	vs	NEV  	 	   	N	 			
  Bg12	155238	2022-02-18	 4:00pm	CT 	W	HOU  	at	TTU  	 	   	 	 			
  Hrzn	 39260	2022-02-18	 4:00pm	   	W	TOL  	at	CLEV 	 	   	 	 			
 Amrcn	 36094	2022-02-18	 5:00pm	   	W	HOU  	at	TTU  	 	   	 	 			
  Bg12	156124	2022-02-18	 5:00pm	   	W	NCST 	at	KAN  	 	   	 	 			
  MEAC	 61971	2022-02-18	 5:00pm	   	W	VT   	at	NORF 	 	   	 	 			
 Amrcn	 36701	2022-02-18	 6:00pm	   	W	MEM  	at	BAMA 	 	   	 	 			
   ACC	 76055	2022-02-18	 6:00pm	ET 	W	NCST 	at	KAN  	 	   	 	 			
 BgSth	 94701	2022-02-18	 6:00pm	ET 	W	RAD  	vs	UC   	 	   	N	 			
  SWAC	 37958	2022-02-19	    TBA	ET 	W	ALCN 	vs	FLA&M	 	   	N	C			
   SCn	105897	2022-02-19	    TBA	   	W	APP  	at	ETSU 	 	   	 	 	[Live Stats](http://stats.statbroadcast.com/broadcast/?id=382266)		
 SnBlt	 36218	2022-02-19	All Day	CT 	W	ARST 	at	ARK  	 	   	 	 			
  SWAC	 38017	2022-02-19	    TBA	CT 	W	BCOOK	vs	PVA&M	 	   	N	C			
  MAAC	 72576	2022-02-19	    TBA	ET 	W	DREW 	vs	RIDER	 	   	N	 			
  MEAC	 61502	2022-02-19	    TBA	ET 	W	DSU  	at	GW   	 	   	 	 			
 C-USA	 66571	2022-02-19	    TBA	ET 	W	FIU  	vs	GASO 	 	   	N	 			
  Bg12	156065	2022-02-19	    TBA	CT 	W	KSU  	at	AZST 	 	   	 	 			
 Amrcn	 36118	2022-02-19	       	   	W	LIB  	at	USF  	 	   	 	 			
  Ptrt	116623	2022-02-19	    TBA	ET 	W	LMC  	at	COLG 	 	   	 	 			
 BgSth	 94731	2022-02-19	    TBA	ET 	W	LU   	at	UNCA 	 	   	 	C			
 BgSky	 48532	2022-02-19	All Day	MT 	W	MESA 	at	IDST 	 	   	 	 			
   OVC	 32735	2022-02-19	    TBA	CT 	W	SE MO	vs	UCA  	 	   	N	 			
  MAAC	 72396	2022-02-19	    TBA	ET 	W	SFC  	at	SIEN 	 	   	 	 			
  Bg12	155173	2022-02-19	    TBA	CT 	W	TCU  	at	A&M  	 	   	 	 			
 C-USA	 66880	2022-02-19	All Day	CT 	W	USM  	vs	UTSA 	 	   	N	 			
  SWAC	 37864	2022-02-19	 9:00am	CT 	W	ALA&M	at	GRAM 	 	   	 	C			
 SnBlt	 37321	2022-02-19	 9:00am	ET 	W	ECAR 	at	CCAR 	 	   	 	 			
 C-USA	 66528	2022-02-19	10:00am	ET 	W	CHAR 	at	W&M  	 	   	 	 			
 Amrcn	 36074	2022-02-19	10:00am	   	W	ECAR 	at	CCAR 	 	   	 	 			
  Ptrt	116586	2022-02-19	10:00am	ET 	W	GMU  	at	NAVY 	 	   	 	 			
    MW	 68684	2022-02-19	10:00am	   	W	MONT 	at	UNLV 	 	   	 	 			
 BgSky	 48586	2022-02-19	10:00am	MT 	W	MTST 	vs	UTRGV	 	   	N	 			
 BgSky	 48681	2022-02-19	10:00am	MT 	W	NEV  	vs	WEBER	 	   	N	 			
  Hrzn	 39241	2022-02-19	10:00am	   	W	SFU  	at	YSU  	 	   	 	 			
Sthlnd	 41358	2022-02-19	10:00am	CT 	W	TRITX	at	IWORD	 	   	 	 			
 Amrcn	 36210	2022-02-19	10:00am	   	W	WICH 	at	ARK  	 	   	 	 			
Sthlnd	 41252	2022-02-19	10:00am	CT 	W	WTHRF	at	MCN T	 	   	 	 			
  MAAC	 74830	2022-02-19	10:30am	ET 	W	FAIR 	at	PROV 	 	   	 	 			
   ACC	 75829	2022-02-19	11:00am	ET 	W	BC   	at	SYR  	 	   	 	C			
    MW	 68687	2022-02-19	11:00am	   	W	CSU  	at	NEB  	 	   	 	 			
   ACC	 76115	2022-02-19	11:00am	ET 	W	FUR  	at	WAKE 	 	   	 	 			
 SnBlt	 36286	2022-02-19	11:00am	ET 	W	GAST 	at	ELON 	 	   	 	 			
Sthlnd	 41173	2022-02-19	11:00am	CT 	W	LAMAR	at	SELU 	 	   	 	 			
 BgSky	 48557	2022-02-19	11:00am	MT 	W	MONT 	at	UNLV 	 	   	 	 			
    MW	 68683	2022-02-19	11:00am	   	W	NEV  	at	WEBER	 	   	 	 			
   OVC	 32647	2022-02-19	11:00am	CT 	W	PEAY 	at	LOU  	 	   	 	 			
 C-USA	 66826	2022-02-19	11:00am	CT 	W	UAB  	at	JVST 	 	   	 	 			
Sthlnd	 41275	2022-02-19	11:00am	CT 	W	ULM  	at	UNO  	 	   	 	 			
 SnBlt	 36354	2022-02-19	11:00am	CT 	W	ULM  	at	UNO  	 	   	 	 			
 C-USA	 66797	2022-02-19	11:00am	CT 	W	USM  	at	NWSU 	 	   	 	 			
 BgSky	 48698	2022-02-19	12:00pm	   	W	CSUN 	at	SACST	 	   	 	 			
 SnBlt	 36263	2022-02-19	12:00pm	ET 	W	FIU  	vs	GASO 	 	   	N	 			
   SCn	105947	2022-02-19	12:00pm	   	W	FUR  	at	WAKE 	 	   	 	 			
 BgSky	 48616	2022-02-19	12:00pm	MST	W	NAU  	vs	SJSU 	 	   	N	 			
   ACC	 76172	2022-02-19	12:00pm	ET 	W	PEAY 	at	LOU  	 	   	 	 			
 C-USA	 66618	2022-02-19	12:00pm	ET 	W	RAD  	at	MRSH 	 	   	 	 			
  SWAC	 37979	2022-02-19	12:00pm	CT 	W	SOU  	at	JKST 	 	   	 	C			
  SWAC	 37999	2022-02-19	 1:00pm	CT 	W	ALST 	vs	MVSU 	 	   	N	C			
 C-USA	 66904	2022-02-19	 1:00pm	CT 	W	BALL 	at	WKU  	 	   	 	 			
  Ptrt	116451	2022-02-19	 1:00pm	ET 	W	COPP 	at	LAF  	 	   	 	 			
    MW	 68686	2022-02-19	 1:00pm	   	W	FRES 	at	SCLAR	 	   	 	 			
 Amrcn	 36702	2022-02-19	 1:00pm	   	W	MEM  	vs	MINN 	 	   	N	 			
  Bg12	155246	2022-02-19	 1:00pm	CT 	W	MISS 	at	TTU  	 	   	 	 			
   OVC	 32858	2022-02-19	 1:00pm	   	W	MURR 	vs	SHSU 	 	   	N	 			
 BgSth	 94564	2022-02-19	 1:00pm	ET 	W	NCAT 	at	CHSO 	 	   	 	C			
 BgSth	 94676	2022-02-19	 1:00pm	ET 	W	PRES 	at	WOF  	 	   	 	 			
   SCn	106074	2022-02-19	 1:00pm	   	W	PRES 	at	WOF  	 	   	 	 			
 BgSth	 94702	2022-02-19	 1:00pm	ET 	W	RAD  	at	MRSH 	 	   	 	 			
 Amrcn	 36142	2022-02-19	 1:00pm	   	W	SMU  	at	MSST 	 	   	 	 			
  Bg12	155153	2022-02-19	 1:00pm	CT 	W	USC  	at	OKST 	 	   	 	 			
   Ivy	 54919	2022-02-19	 2:00pm	ET 	W	BROWN	at	NAVY 	 	   	 	 			
  Ptrt	116587	2022-02-19	 2:00pm	ET 	W	BROWN	at	NAVY 	 	   	 	 			
 BgSth	 94585	2022-02-19	 2:00pm	ET 	W	GWEBB	at	UNCW 	 	   	 	 			
 Amrcn	 36211	2022-02-19	 2:00pm	   	W	WICH 	at	ORU  	 	   	 	 			
  Ptrt	116428	2022-02-19	 2:45pm	ET 	W	BRY  	vs	BUCK 	 	   	N	 			
 Amrcn	 36024	2022-02-19	 3:00pm	   	W	CIN  	at	TOL  	 	   	 	 			
   OVC	 32765	2022-02-19	 3:00pm	CT 	W	CNC  	vs	UTM  	 	   	N	 			
   ACC	 76116	2022-02-19	 3:00pm	ET 	W	NCCU 	at	WAKE 	 	   	 	 			
  MEAC	 61956	2022-02-19	 3:00pm	   	W	NCCU 	at	WAKE 	 	   	 	 			
   Ivy	 55195	2022-02-19	 3:00pm	ET 	W	YALE 	at	RUT  	 	   	 	 			
  MAAC	 72327	2022-02-19	 4:00pm	ET 	W	HALL 	at	MONM 	 	   	 	 			
 BgSky	 48506	2022-02-19	 4:00pm	PT 	W	IDAHO	at	GONZ 	 	   	 	 			
  Ptrt	116367	2022-02-19	 5:00pm	ET 	W	AFA  	vs	ARMY 	 	   	N	 			
  Hrzn	 38861	2022-02-19	 5:00pm	CT 	W	MILW 	vs	WSU  	 	   	N	 			
 C-USA	 66631	2022-02-19	 5:00pm	ET 	W	UC   	at	MRSH 	 	   	 	 			
  MAAC	 74876	2022-02-19	 6:00pm	ET 	W	SB   	at	QUIN 	 	   	 	 			
 Amrcn	 36752	2022-02-19	 7:00pm	   	W	NOVA 	at	TEM  	 	   	 	 			
  SWAC	 38028	2022-02-20	    TBA	CT 	W	ALCN 	vs	PVA&M	 	   	N	C			
  MAAC	 72376	2022-02-20	    TBA	ET 	W	BUCK 	at	SIEN 	 	   	 	 			
   SCn	106275	2022-02-20	    TBA	   	W	CHAT 	at	TROY 	 	   	 	 			
  MAAC	 72577	2022-02-20	    TBA	ET 	W	DREW 	vs	RIDER	 	   	N	 			
  SWAC	 37959	2022-02-20	    TBA	ET 	W	FLA&M	at	GRAM 	 	   	 	 			
  Ptrt	116477	2022-02-20	    TBA	ET 	W	LEH  	at	DREX 	 	   	 	 			
    MW	 68688	2022-02-20	    TBA	   	W	MSUD 	at	WYO  	 	   	 	 			
  MAAC	 74850	2022-02-20	    TBA	ET 	W	NIA  	at	COLG 	 	   	 	 			
  Ptrt	116624	2022-02-20	    TBA	ET 	W	NIA  	at	COLG 	 	   	 	 			
  SWAC	 37927	2022-02-20	    TBA	CT 	W	PVA&M	at	ALCN 	 	   	 	C			
 Amrcn	 36191	2022-02-20	       	   	W	TULSA	at	OKST 	 	   	 	 			
   ACC	 75831	2022-02-20	       	   	W	UCF  	at	MIA  	 	   	 	 			
 Amrcn	 36119	2022-02-20	       	   	W	UNT  	at	USF  	 	   	 	 			
  SWAC	 37865	2022-02-20	 9:00am	CT 	W	ALA&M	at	BCOOK	 	   	 	C			
 SnBlt	 36237	2022-02-20	 9:00am	ET 	W	GASO 	at	UNF  	 	   	 	 			
  Bg12	155279	2022-02-20	 9:00am	ET 	W	WVU  	at	UK   	 	   	 	 			
  SWAC	 37980	2022-02-20	10:00am	CT 	W	ALST 	at	JKST 	 	   	 	C			
    MW	 68689	2022-02-20	10:00am	   	W	DIX  	at	UNLV 	 	   	 	 			
 BgSky	 48544	2022-02-20	10:00am	MT 	W	IDHO 	at	IDST 	 	   	 	 			
 C-USA	 66687	2022-02-20	10:00am	CT 	W	MURR 	at	LT   	 	   	 	 			
   OVC	 32859	2022-02-20	10:00am	   	W	MURR 	at	LT   	 	   	 	 			
 SnBlt	 37371	2022-02-20	10:00am	CT 	W	SAM  	at	SALA 	 	   	 	 			
Sthlnd	 41359	2022-02-20	10:00am	CT 	W	WTHRF	at	IWORD	 	   	 	 			
    MW	 68692	2022-02-20	11:00am	   	W	CSU  	vs	SDAK 	 	   	N	 			
  Bg12	155073	2022-02-20	11:00am	CT 	W	DRAKE	at	ISU  	 	   	 	 			
 C-USA	 66771	2022-02-20	11:00am	CT 	W	LSU  	at	RICE 	 	   	 	 			
 BgSky	 48558	2022-02-20	11:00am	MT 	W	MONT 	vs	UND  	 	   	N	 			
 C-USA	 66746	2022-02-20	11:00am	ET 	W	ODU  	at	KAN  	 	   	 	 			
Sthlnd	 41208	2022-02-20	11:00am	CT 	W	USM  	at	NWSU 	 	   	 	 			
 C-USA	 66798	2022-02-20	11:00am	CT 	W	USM  	vs	UTSA 	 	   	N	C			
   ACC	 76134	2022-02-20	11:00am	ET 	W	VT   	at	FUR  	 	   	 	 			
   SCn	105948	2022-02-20	11:00am	ET 	W	VT   	at	FUR  	 	   	 	 	[Live Stats](https://stats.statbroadcast.com/statmonitr/?id=382036)		
 C-USA	 66653	2022-02-20	12:00pm	CT 	W	BALL 	at	MTSU 	 	   	 	 			
   ACC	 76152	2022-02-20	12:00pm	ET 	W	BC   	at	COR  	 	   	 	 			
   Ivy	 54993	2022-02-20	12:00pm	ET 	W	BC   	vs	COR  	 	   	N	 			
    MW	 68691	2022-02-20	12:00pm	   	W	CAL  	at	SDSU 	 	   	 	 			
   ACC	 76200	2022-02-20	12:00pm	   	W	CLEM 	at	SCAR 	 	   	 	 			
   Ivy	 55078	2022-02-20	12:00pm	ET 	W	HARV 	at	NW   	 	   	 	 			
  Hrzn	 38852	2022-02-20	12:00pm	CT 	W	MILW 	at	WMU  	 	   	 	 			
  MEAC	 61536	2022-02-20	12:00pm	ET 	W	MORG 	at	JMU  	 	   	 	 			
  Bg12	155190	2022-02-20	12:00pm	CT 	W	NCST 	at	TEX  	 	   	 	 			
   Ivy	 55116	2022-02-20	12:00pm	ET 	W	PRIN 	at	MICH 	 	   	 	 			
   SCn	106013	2022-02-20	12:00pm	   	W	RICH 	at	UNCG 	 	   	 	 			
  Ptrt	116452	2022-02-20	12:00pm	ET 	W	TCNJ 	at	LAF  	 	   	 	 			
 Amrcn	 36049	2022-02-20	12:00pm	   	W	UCF  	at	MIA  	 	   	 	 			
 C-USA	 66717	2022-02-20	12:00pm	CT 	W	UNT  	vs	USF  	 	   	N	 			
  Bg12	155106	2022-02-20	12:00pm	CT 	W	USC  	at	OKLA 	 	   	 	 			
  Ptrt	116429	2022-02-20	12:15pm	ET 	W	BUCK 	at	SIEN 	 	   	 	 			
 BgSky	 48666	2022-02-20	12:30pm	MT 	W	MESA 	at	WEBER	 	   	 	 			
   Ivy	 54920	2022-02-20	 1:00pm	ET 	W	BROWN	at	MD   	 	   	 	 			
 Amrcn	 36025	2022-02-20	 1:00pm	   	W	CIN  	at	CLEV 	 	   	 	 			
  Hrzn	 39261	2022-02-20	 1:00pm	   	W	CIN  	at	CLEV 	 	   	 	 			
 BgSth	 94703	2022-02-20	 1:00pm	ET 	W	HAMP 	at	RAD  	 	   	 	C			
  Bg12	155044	2022-02-20	 1:00pm	CT 	W	MSST 	at	BAY  	 	   	 	 			
   ACC	 76056	2022-02-20	 1:00pm	ET 	W	NCST 	at	TEX  	 	   	 	 			
  Bg12	156125	2022-02-20	 1:00pm	   	W	ODU  	at	KAN  	 	   	 	 			
 BgSth	 94677	2022-02-20	 1:00pm	ET 	W	PRES 	at	ELON 	 	   	 	 			
   SCn	106036	2022-02-20	 1:00pm	   	W	SAM  	at	SALA 	 	   	 	 			
 Amrcn	 36172	2022-02-20	 1:00pm	   	W	TULN 	at	AUB  	 	   	 	 			
  Bg12	155147	2022-02-20	 1:00pm	CT 	W	TULSA	at	OKST 	 	   	 	 			
 C-USA	 66905	2022-02-20	 1:00pm	CT 	W	UNA  	at	WKU  	 	   	 	 			
  Hrzn	 39242	2022-02-20	 1:30pm	   	W	BG   	at	YSU  	 	   	 	 			
  SWAC	 38000	2022-02-20	 2:00pm	CT 	W	MVSU 	vs	PVA&M	 	   	N	C			
   OVC	 32648	2022-02-20	 2:00pm	CT 	W	PEAY 	at	UK   	 	   	 	 			
  MAAC	 72328	2022-02-20	 3:00pm	ET 	W	LOY  	at	MONM 	 	   	 	 			
 C-USA	 66828	2022-02-20	 3:00pm	CT 	W	UAB  	at	LIP  	 	   	 	 			
  Ptrt	116497	2022-02-20	 4:00pm	ET 	W	LOY  	at	MONM 	 	   	 	 			
  MAAC	 74831	2022-02-20	 5:00pm	ET 	W	WAG  	at	FAIR 	 	   	 	 			
Sthlnd	 41264	2022-02-21	    TBA	CT 	W	LAMAR	at	MCN T	 	   	 	 			
  MEAC	 61481	2022-02-21	    TBA	ET 	W	MSM  	at	HOW  	 	   	 	 			
 C-USA	 66561	2022-02-21	11:00am	ET 	W	UCF  	at	FIU  	 	   	 	 			
   Ivy	 55072	2022-02-21	12:00pm	ET 	W	HARV 	vs	MIAOH	 	   	N	 			
 Amrcn	 36050	2022-02-21	12:00pm	   	W	UCF  	at	FIU  	 	   	 	 			
 BgSth	 94648	2022-02-21	 2:00pm	ET 	W	ANDSC	at	NCAT 	 	   	 	 			
   ACC	 75832	2022-02-21	 5:00pm	   	W	MER  	at	GT   	 	   	 	 			
   SCn	105981	2022-02-21	 5:00pm	   	W	MER  	at	GT   	 	   	 	 			
 C-USA	 66881	2022-02-22	All Day	CT 	W	A&MCC	at	UTSA 	 	   	 	 			
 Amrcn	 36753	2022-02-22	       	   	W	FDU  	at	TEM  	 	   	 	 			
 BgSth	 94649	2022-02-22	 1:00pm	ET 	W	NCAT 	at	ELON 	 	   	 	 			
Sthlnd	 41155	2022-02-22	 2:00pm	CT 	W	A&MCC	at	UTSA 	 	   	 	 			
 SnBlt	 37317	2022-02-23	    TBA	ET 	W	CoC  	at	CCAR 	 	   	 	 			
 BgSth	 94632	2022-02-23	    TBA	ET 	W	COPP 	vs	LU   	 	   	N	 			
 BgSth	 94704	2022-02-23	    TBA	ET 	W	RAD  	at	VT   	 	   	 	 			
 Amrcn	 36120	2022-02-23	       	   	W	STET 	at	USF  	 	   	 	 			
   Ivy	 54966	2022-02-23	12:00pm	ET 	W	SJU  	at	CLMB 	 	   	 	 			
 BgSth	 94586	2022-02-23	 2:00pm	ET 	W	GWEBB	at	WOF  	 	   	 	 			
   SCn	106075	2022-02-23	 2:00pm	   	W	GWEBB	at	WOF  	 	   	 	 			
  SWAC	 37981	2022-02-23	 2:00pm	CT 	W	MC   	at	JKST 	 	   	 	 			
Sthlnd	 41176	2022-02-23	 2:00pm	CT 	W	SELU 	at	SOU  	 	   	 	 			
   Ivy	 54955	2022-02-23	 4:00pm	ET 	W	NJIT 	at	CLMB 	 	   	 	 			
   ACC	 76141	2022-02-23	 4:00pm	ET 	W	RAD  	at	VT   	 	   	 	 	[Live Stats](/sports/2019/1/24/womens-tennis-live-stats.aspx)		
   SCn	106276	2022-02-24	    TBA	   	W	MONTR	at	CHAT 	 	   	 	 			
  Bg12	155183	2022-02-24	    TBA	CT 	W	NMSU 	at	TCU  	 	   	 	 			
  Hrzn	 38894	2022-02-24	    TBA	CT 	W	UIC  	at	VALPO	 	   	 	 			
 SnBlt	 36241	2022-02-24	 1:30pm	ET 	W	GASO 	at	MER  	 	   	 	 			
 BgSth	 94650	2022-02-24	 2:00pm	ET 	W	UNCA 	at	NCAT 	 	   	 	C			
Sthlnd	 41291	2022-02-24	 2:00pm	CT 	W	UNO  	at	SCST 	 	   	 	 			
Sthlnd	 41156	2022-02-24	 3:00pm	CT 	W	A&MCC	at	SCHR 	 	   	 	 			
   SCn	105982	2022-02-24	 3:00pm	   	W	GASO 	at	MER  	 	   	 	 			
  SWAC	 37960	2022-02-25	    TBA	ET 	W	ALST 	at	FLA&M	 	   	 	 			
 SnBlt	 36219	2022-02-25	All Day	CT 	W	ARST 	at	ALCN 	 	   	 	 			
 C-USA	 66557	2022-02-25	    TBA	ET 	W	FIU  	at	UNT  	 	   	 	 			
   ACC	 75843	2022-02-25	       	   	W	GT   	at	MIA  	 	   	 	C			
  Bg12	155074	2022-02-25	    TBA	CT 	W	ISU  	at	CLMB 	 	   	 	 			
  MEAC	 61497	2022-02-25	    TBA	ET 	W	LOY  	at	HOW  	 	   	 	 			
 BgSth	 94613	2022-02-25	    TBA	ET 	W	LU   	at	HOW  	 	   	 	 			
 C-USA	 66718	2022-02-25	    TBA	CT 	W	MRSH 	at	UNT  	 	   	 	C			
